Item,Item Description,Item Status,Quantity,Subinventory,UOM,Cost,Organization
DCHL6K226-P2-NEW,2E019C-1.....ECI 000....POWER COOL PIPE C3W1,Active,1,STOCK CAGE,EA,70,AAC KOKI
DCHL6K227-P2-NEW,2E019C-2.....ECI 000....POWER COOL PIPE C3W6,Active,1,STOCK CAGE,EA,70,AAC KOKI
DCHL6K228-P2-NEW,2E019C-3.....ECI 000....POWER COOL PIPE C3W7,Active,1,STOCK CAGE,EA,70,AAC KOKI
DCHL6K229-P2-NEW,2E019C-4.....ECI 000....POWER COOL PIPE C3W16,Active,1,STOCK CAGE,EA,65,AAC KOKI
DCHL6K230-P2-NEW,2E019D-1.....ECI 000....POWER COOL PIPE C3W2,Active,1,STOCK CAGE,EA,70,AAC KOKI
DCHL6K231-P2-NEW,2E019D-2.....ECI 000....POWER COOL PIPE C3W5,Active,1,STOCK CAGE,EA,70,AAC KOKI
DCHL6K232-P2-NEW,2E019D-3.....ECI 000....POWER COOL PIPE C3W3,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K233-P2-NEW,2E019D-4.....ECI 000....POWER COOL PIPE C3W4,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K234-P2-NEW,2E019D-5.....ECI 000....POWER COOL PIPE C3W8,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K235-P2-NEW,2E019D-5.....ECI 000....POWER COOL PIPE C3W9,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K236-P2-NEW,2E019E-1.....ECI 000....POWER COOL PIPE C3W10,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K237-P2-NEW,2E019E-2.....ECI 000....POWER COOL PIPE C3W11,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K238-P2-NEW,2E019E-3.....ECI 000....POWER COOL PIPE C3W12,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K239-P2-NEW,2E019E-4.....ECI 000....POWER COOL PIPE C3W13,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K240-P2-NEW,2E019E-5.....ECI 000....POWER COOL PIPE C3W14,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K241-P2-NEW,2E019E-6.....ECI 000....POWER COOL PIPE C3W15,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K242-P2-NEW,2E019F-1.....ECI 000....POWER COOL PIPE C3W1,Active,1,STOCK CAGE,EA,80,AAC KOKI
DCHL6K243-P2-NEW,2E019F-2.....ECI 000....POWER COOL PIPE C3W6,Active,1,STOCK CAGE,EA,80,AAC KOKI
DCHL6K244-P2-NEW,2E019F-3.....ECI 000....POWER COOL PIPE C3W7,Active,1,STOCK CAGE,EA,80,AAC KOKI
DCHL6K245-P2-NEW,2E019G-1.....ECI 000....POWER COOL PIPE C3W16,Active,1,STOCK CAGE,EA,80,AAC KOKI
DCHL6K246-P2-NEW,2E019G-2.....ECI 000....POWER COOL PIPE C3W2,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K247-P2-NEW,2E019H-1.....ECI 000....POWER COOL PIPE C3W4,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K248-P2-NEW,2E019H-2.....ECI 000....POWER COOL PIPE C3W5,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K249-P2-NEW,2E019H-3.....ECI 000....POWER COOL PIPE C3W8,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K250-P2-NEW,2E020A-1.....ECI 000....POWER COOL PIPE C3W9,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K251-P2-NEW,2E020A-2.....ECI 000....POWER COOL PIPE C3W10,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K252-P2-NEW,2E020A-3.....ECI 000....POWER COOL PIPE C3W11,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K253-P2-NEW,2E020B-1.....ECI 000....POWER COOL PIPE C3W12,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K254-P2-NEW,2E020B-2.....ECI 000....POWER COOL PIPE C3W13,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K255-P2-NEW,2E020B-3.....ECI 000....POWER COOL PIPE C3W14,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K256-P2-NEW,2E020B-4.....ECI 000....POWER COOL PIPE C3W15,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K257-P2-NEW,2E020C-1.....ECI 000....POWER COOL PIPE C4W1,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K258-P2-NEW,2E020C-2.....ECI 000....POWER COOL PIPE C4W2,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K259-P2-NEW,2E020C-3.....ECI 000....POWER COOL PIPE C4W5,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K260-P2-NEW,2E020C-4.....ECI 000....POWER COOL PIPE C4W7,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K261-P2-NEW,2E020C-5.....ECI 000....POWER COOL PIPE C4W9,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K262-P2-NEW,2E020C-6.....ECI 000....POWER COOL PIPE C4W10,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K263-P2-NEW,2E020D-1.....ECI 000....POWER COOL PIPE C4W11,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K264-P2-NEW,2E020D-2.....ECI 000....POWER COOL PIPE C4W1,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K265-P2-NEW,2E020D-3.....ECI 000....POWER COOL PIPE C4W2,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K266-P2-NEW,2E020D-4.....ECI 000....POWER COOL PIPE C4W5,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K267-P2-NEW,2E020E-1.....ECI 000....POWER COOL PIPE C4W7,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K268-P2-NEW,2E020E-2.....ECI 000....POWER COOL PIPE C4W9,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K269-P2-NEW,2E020E-3.....ECI 000....POWER COOL PIPE C4W10,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K270-P2-NEW,2E020F-1.....ECI 000....POWER COOL PIPE C4W11,Active,1,STOCK CAGE,EA,75,AAC KOKI
DCHL6K271-P2-NEW,2E020F-2.....ECI 000....POWER COOL PIPE C4W3,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K272-P2-NEW,2E020F-3.....ECI 000....POWER COOL PIPE C4W4,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K273-P2-NEW,2E020G-1.....ECI 000....POWER COOL PIPE C4W6,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K274-P2-NEW,2E020G-2.....ECI 000....POWER COOL PIPE C4W8,Active,1,STOCK CAGE,EA,60,AAC KOKI
DCHL6K275-P2-NEW,2E020G-3.....ECI 000....POWER COOL PIPE C4W3,Active,1,STOCK CAGE,EA,105,AAC KOKI
DCHL6K276-P2-NEW,2E020H-1.....ECI 000....POWER COOL PIPE C4W4,Active,1,STOCK CAGE,EA,135,AAC KOKI
DCHL6K277-P2-NEW,2E020H-2.....ECI 000....POWER COOL PIPE C4W6,Active,1,STOCK CAGE,EA,135,AAC KOKI
DCHL6K278-P2-NEW,2E020H-3.....ECI 000....POWER COOL PIPE C4W8,Active,0,,,135,AAC KOKI
DCHQ60001-P2-NEW,2D006F...MIN ORDER 5PCS...SLIDE BAR #6 & GUIDE BAR #7 (2 PC SET ASSEMBLED ),Active,8,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ60002-P2-NEW,INACTIVE.....ECI 000.....GUIDE BAR #7 FOR MLS W/NUT AS MI180269,Inactive,0,,,#N/A,AAC KOKI
DCHQ60003-P2-NEW,2D006G.....ECI-000.....Coupling Welded Type Arm MI180269,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6301-P2-NEW,.......ECI-000....MOVABLE CORE,Active,0,,,#N/A,AAC KOKI
DCHQ6302-P2-NEW,2D009A......ECI-A5....MOVABLE INSERT CORE,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6303-P2-NEW,INACTIVE......ECI-000....MOVABLE SPRUE CORE,Inactive,0,,,#N/A,AAC KOKI
DCHQ6304-P2-NEW,"2D002A......ECI-000....SHUT OFF  MOVABLE INSERT A SH 1,4,5,8",Active,38,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6305-P2-NEW,2D002B-1......ECI-000....SHUT OFF  MOVABLE INSERT B SH 2,Active,9,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6306-P2-NEW,2D002B-2......ECI-000....SHUT OFF  MOVABLE INSERT C SH 3,Active,8,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6307-P2-NEW,2D002C-1......ECI-000....SHUT OFF  MOVABLE INSERT D SH 6,Active,9,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6308-P2-NEW,2D002C-2......ECI-000....SHUT OFF  MOVABLE INSERT E SH 7,Active,8,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6309-P2-NEW,2D002C-3.....ECI-000.....MOVABLE BUSHING PIN SH4,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6310-P2-LCL,2D002D......ECI-000....MOVABLE TV,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6310-P2-NEW,2D002D......ECI-000....MOVABLE TV,Active,9,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6312-P2-NEW,2D026B.....ECI-000....MOVABLE SPRUE CORE,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6350-P2-NEW,2P013B......ECI-000....STATIONARY CORE,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6355-P2-NEW,P2 RACK 1-L1......ECI-000....RUNNER PAD-PLATE STATIONARY HOLDING BLOCK A,Active,6,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6356-P2-LCL,P2 RACK 1-L2......ECI-000....RUNNER PAD-PLATE STATIONARY HOLDING BLOCK B,Active,0,,,#N/A,AAC KOKI
DCHQ6356-P2-NEW,P2 RACK 1-L2......ECI-000....RUNNER PAD-PLATE STATIONARY HOLDING BLOCK B,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6358-P2-NEW,2D002E......ECI-000....STATIONARY SHUT OFF KEY,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6360-P2-LCL,2D002F......ECI-000....STATIONARY TV,Active,0,,,#N/A,AAC KOKI
DCHQ6360-P2-NEW,2D002F.....ECI-000....STATIONARY TV,Active,5,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6371A-P2-NEW,2D003A-1.....ECI-000.....STATIONARY LOCATION BLOCK A,Active,8,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6371B-P2-NEW,2D003A-2.....ECI-000.....STATIONARY LOCATION BLOCK B,Active,3,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6390-P2-NEW,2C081A.....ECI-000.....SAFE-SPIRAL-HOSE PROTECTOR 032C100BK,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6401-P2-LCL,P2 RACK 1-F1......ECI-000....C1 SLIDE CORE  (ORDERED AS NEEDED),Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6401-P2-NEW,P2 RACK 1-F1......ECI-000....C1 SLIDE CORE  (ORDERED AS NEEDED),Active,0,,,#N/A,AAC KOKI
DCHQ6402-P2-LCL,P2 RACK 1-F2......ECI-A2....C2 SLIDE CORE   (ORDERED AS NEEDED),Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6402-P2-NEW,P2 RACK 1-F2......ECI-A2....C2 SLIDE CORE   (ORDERED AS NEEDED),Active,0,,,#N/A,AAC KOKI
DCHQ6403-P2-LCL,P2 RACK 1-F3......ECI-A2....C3 SLIDE CORE   (ORDERED AS NEEDED),Active,0,,,#N/A,AAC KOKI
DCHQ6403-P2-NEW,P2 RACK 1-F3......ECI-A2....C3 SLIDE CORE   (ORDERED AS NEEDED),Active,0,,,#N/A,AAC KOKI
DCHQ6404-P2-LCL,P2 RACK 1-F4......ECI-A2....C4 SLIDE CORE   (ORDERED AS NEEDED),Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6404-P2-NEW,P2 RACK 1-F4......ECI-A2....C4 SLIDE CORE   (ORDERED AS NEEDED),Active,0,,,#N/A,AAC KOKI
DCHQ6410-P2-NEW,2D003B.....ECI-000.....C1 SLIDE COTTER,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6411C-P2-NEW,inactive......ECI-000....C1 COOLING PIPE WCSP6-200,Inactive,0,,,#N/A,AAC KOKI
DCHQ6411-P2-NEW,2D003C.......ECI-000....C1 SLIDE HOLDER,Active,0,,,#N/A,AAC KOKI
DCHQ6414-P2-NEW,inactive.....ECI-000....STATIONARY CORE PIN BD4,Inactive,0,,,#N/A,AAC KOKI
DCHQ6419-P2-NEW,2D003D......ECI-000....C1 SLIDE ANGULAR PIN,Active,8,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6420-P32-NEW,2D003E.....ECI 000.....C2 SLIDE STOPPER,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6421-P2-NEW,2D004A......ECI-000....C2 SLIDE HOLDER,Active,0,,,#N/A,AAC KOKI
DCHQ6430-P2-NEW,2D004B.....ECI-000....C3 SLIDE STOPPER,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6440-P2-NEW,2D004C.....ECI-000.....C4 SLIDE STOPPER,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6461-P2-NEW,2D004D......ECI-000....SLIDE CUTTING HOLDER,Active,5,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6462-P2-NEW,2D004E.....ECI-000....GATE CUTTER,Active,15,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6463-P2-NEW,2D004F.....ECI-000....GATE CUTTER GUIDE KEY,Active,17,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6484-P2-NEW,2D005A.....ECI-000....GUIDE PIN BUSHING STAT BLOCK A,Active,8,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6491-P2-NEW,2D005B.....ECI-000....SHUT OFF STATIONARY INSERT,Active,30,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6501-P2-NEW,2D006A-1.....ECI-000....MOVABLE CORE PIN AD1,Active,14,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6511-P2-NEW,2D006A-2.....ECI-A7....STATIONARY CORE PIN BD1,Active,10,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6514-P2-NEW,2D006A-3.....ECI-A7.....STATIONARY CORE PIN BD4,Active,10,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6515-P2-NEW,2D006B-1....ECI-000....STATIONARY CORE PIN BD5,Active,6,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6516-P2-NEW,2D006B-2....ECI-A5....STATIONARY CORE PIN BD6,Active,6,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6518-P2-NEW,2D006B-3......ECI-A7....STATIONARY CORE PIN BD8,Active,10,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6519-P2-NEW,2D005C......ECI-000...MOVABLE SHUTOFF PIN,Active,9,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6520-P2-NEW,2D005D.. ...ECI-000....STATIONARY SHUT OFF PIN SHB,Active,53,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6812-P2-NEW,2D006C.....ECI 000....C1 SLIDE GUIDE SHAFT,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69010-P2-NEW,2D026A......ECI-000....GUIDE PIN,Active,12,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69011-P2-NEW,2D006H......ECI-000....GUIDE PIN BUSHING GBHE60-150,Active,10,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69013-P2-NEW,2D007A.....ECI-000.....COIL SPRING-HIGH DEFLECTION SWR50-275,Active,8,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6920-P2-NEW,"2D006D-1......ECI-000....MOVABLE COOLING BUSHING WP15 , 16",Active,10,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6921-P2-NEW,2D006D-2......ECI-000....MOVABLE COOLING BUSHING WP17,Active,5,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6922-P2-NEW,2D006D-3......ECI-000....MOVABLE COOLING BUSHING WP1,Active,5,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6923-P2-NEW,"2D006E-1......ECI-000....MOVABLE COOLING BUSHING WP4, 7, 13",Active,12,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6924-P2-NEW,"2D006E-2......ECI-000....MOVABLE COOLING BUSHING WP2, 3, 5, 6, 8, 10, 11, 12, 14",Active,36,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6925-P2-NEW,2D006E-3.....ECI 000....COOLING BUSHING WA1 TO WA10,Active,14,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6940-P2-NEW,2D025A.....ECI-A3....SPRUE BUSHING(BODY),Active,19,STOCK CAGE,EA,829,AAC KOKI
DCHQ6941A-P2-NEW,2D025B.....SBB 8-20 HEX SOCKET BOLT LOW HEAD PROFILE,Active,74,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ6941-P2-NEW,2D025C.....ECI-A3.....SPRUE BUSHING (RING),Active,8,STOCK CAGE,EA,1988,AAC KOKI
DCHQ6942-P2-NEW,INACTIVE.....ECI 000.....HEXAGON SOCKET HEAD LOW PROFILE Misumi SBB 8-20,Inactive,0,,,#N/A,AAC KOKI
DCHQ69601-P2-NEW,2D007B.....ECI 000.....MOVABLE COOLING PIPE 1/8,Active,20,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69602-P2-NEW,2D007C.....ECI 000.....MOVABLE COOLING PIPE 1/2,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69603-P2-NEW,2D007D.....ECI 000.....STATIONARY COOLING PIPE 1/8,Active,25,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69610-P2-NEW,2D007E-1.....ECI-000.....PC CLAMP,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69617-P2-NEW,2D007E-2.....ECI-000...STATIONARY RUNNER BLOCK COOLING BUSHING,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69619-P2-NEW,2D007E-3.....ECI-000....STATIONARY RUNNER BLOCK COOLING BUSHING,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69620-P2-NEW,2D007F.....ECI 000....STAT REC COOLING PIPE B WB12,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69621-P2-NEW,2D008A.....ECI 000....STAT REC COOLING PIPE B WB13,Active,3,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69622-P2-NEW,2D008B.....ECI-000....STAT REC COOLING PIPE B WB14,Active,3,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69623-P2-NEW,2D008C.....ECI 000....STAT REC COOLING PIPE B WB15,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69640-P2-NEW,2D008D-1.....ECI 000.....INNER PIPE SLIDE HOLDER C1,Active,14,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69642-P2-NEW,2D008E.....ECI 000....(IN) JET POWER COOL FILTER,Active,14,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69643-P2-NEW,2D008D-2.....ECI 000.....STATIONARY COOLING BUSHING,Active,8,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69644-P2-NEW,2D008F-1.....ECI 000.....BUSHING LOCK,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHQ69660-P2-NEW,2D008G-1.....ECI 000....STATIONARY COOLING BUSHING WP12,Active,7,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS60702-P1-NEW,".....ECI 000.....MOVABLE VACUUM VALVE (100, 115)",Active,0,,,#N/A,AAC KOKI
DCHS60716-P1-NEW,.....ECI 000.....STATIONARY VACUUM VALVE (TYPE L),Active,0,,,#N/A,AAC KOKI
DCHS60722-P1-NEW,.....ECI 000.....COUPLING FOR VACUUM CYLINDER,Active,0,,,#N/A,AAC KOKI
DCHS60745-P1-NEW,".....ECI 000.....STATIONARY VACUUM VALVE (110,115)",Active,0,,,#N/A,AAC KOKI
DCHS6302-P1-NEW,P1 STOCKCAGE FLOOR.....ECI D1.....MOVABLE INSERT A (CENTER HUB),Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6303-P1-NEW,1ZW013A.....ECI 000.....MOVABLE INSERT B,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6401-P1-NEW,.....ECI 000.....C1 SLIDE CORE,Active,0,,,#N/A,AAC KOKI
DCHS6424-P1-NEW,.....ECI 000.....C1 SLIDE STOPPER,Active,0,,,#N/A,AAC KOKI
DCHS6426-P1-NEW,.....ECI 000.....C2 CYLINDER BRACKET,Active,0,,,#N/A,AAC KOKI
DCHS6428-P1-NEW,.....ECI 000.....C1 SLIDE RAIL,Active,0,,,#N/A,AAC KOKI
DCHS6429-P1-NEW,.....ECI 000.....C1 SLIDE LIMIT ARM,Active,0,,,#N/A,AAC KOKI
DCHS6430-P1-NEW,.....ECI 000.....C2 SLIDE LIMIT ARM,Active,0,,,#N/A,AAC KOKI
DCHS6431-P1-NEW,.....ECI 000.....C3 SLIDE LIMIT ARM,Active,0,,,#N/A,AAC KOKI
DCHS6432-P1-NEW,.....ECI 000.....C2 SLIDE BLOCK,Active,0,,,#N/A,AAC KOKI
DCHS6433-P1-NEW,.....ECI 000.....C3 SLIDE FRONT PLATE,Active,0,,,#N/A,AAC KOKI
DCHS6434-P1-NEW,.....ECI 000.....C2 SLIDE FRONT PLATE A,Active,0,,,#N/A,AAC KOKI
DCHS6435-P1-NEW,.....ECI D1.....C2 SLIDE FRONT PLATE B,Active,0,,,#N/A,AAC KOKI
DCHS6436-P1-NEW,.....ECI 000.....C2 SLIDE HOLDER A,Active,0,,,#N/A,AAC KOKI
DCHS6437-P1-NEW,.....ECI D1......C2 SLIDE HOLDER B,Active,0,,,#N/A,AAC KOKI
DCHS6438-P1-NEW,.....ECI 000....C3 SLIDE HOLDER,Active,0,,,#N/A,AAC KOKI
DCHS6439-P1-NEW,.....ECI 000.....C2 BUSH STOPPER A,Active,0,,,#N/A,AAC KOKI
DCHS6440-P1-NEW,.....ECI D1......C2 BUSH STOPPER B,Active,0,,,#N/A,AAC KOKI
DCHS6441-P1-NEW,.....ECI 000.....C2 BUSH STOPPER C,Active,0,,,#N/A,AAC KOKI
DCHS6442-P1-NEW,.....ECI 000.....C3 SLIDE ROTATION STOPPER BLOCK,Active,0,,,#N/A,AAC KOKI
DCHS6443-P1-NEW,.....ECI A3......C1 SLIDE JOINT,Active,0,,,#N/A,AAC KOKI
DCHS6444-P1-NEW,.....ECI 000.....C2 SLIDE JOINT,Active,0,,,#N/A,AAC KOKI
DCHS6501-P1-NEW,1ZW014A-1.....ECI 000.....MOVABLE CORE PIN AD1,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6502-P1-NEW,1ZW014A-2.....ECI 000.....MOVABLE CORE PIN AD2,Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6503-P1-NEW,1ZW014B-1.....ECI 000.....MOVABLE CORE PIN AD3,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6504-P1-NEW,1ZW014B-2.....ECI 000.....MOVABLE CORE PIN AD4,Active,3,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6521-P1-NEW,1ZW015C-1.....ECI 000.....STATIONARY CORE PIN BD1,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6522-P1-NEW,1ZW015C-2.....ECI-000.....STATIONARY CORE PIN BD2,Active,3,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6523-P1-NEW,1ZW015C-3.....ECI 000.....STATIONARY CORE PIN BD3,Active,3,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6524-P1-NEW,1ZW015D-1.....ECI 000.....STATIONARY CORE PIN BD4,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6525-P1-NEW,1ZW015D-2.....ECI 000.....STATIONARY CORE PIN BD5,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6526-P1-NEW,1ZW015D-3.....ECI 000.....STATIONARY CORE PIN BD6,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6527-P1-NEW,1ZW015E-1.....ECI 000.....STATIONARY CORE PIN BD7,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6528-P1-NEW,1ZW015E-2.....ECI 000.....STATIONARY CORE PIN BD8,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6531-P1-NEW,1ZW015F-2.....ECI 000.....C2 SLIDE CORE C2D1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6532-P1-NEW,1ZW015G-1.....ECI 000.....C2 SLIDE CORE PIN C2D2,Active,0,,,#N/A,AAC KOKI
DCHS6535-P1-NEW,1ZW015H-2.....ECI 000.....C2 SLDIE CORE PIN SLEEVE C2D1-S,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6536-P1-NEW,1ZW016A-1.....ECI 000.....C2 SLIDE CORE PIN SLEEVE C2D2-S,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6539-P1-NEW,1ZW016B-2.....ECI-A3.....C3 SLIDE CORE PIN C3D1,Active,0,,,#N/A,AAC KOKI
DCHS6540-P1-NEW,1ZW016C-1.....ECI 000.....C3 SLIDE CORE PIN SLEEVE C3D1-S,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHS6602-P1-NEW,.....ECI 000.....DIE BASE DOWEL PIN,Active,0,,,#N/A,AAC KOKI
DCHS6703-P1-NEW,.....ECI 000.....RETURN PIN,Active,0,,,#N/A,AAC KOKI
DCHS6704-P1-NEW,.....ECI 000.....STOP RING,Active,0,,,#N/A,AAC KOKI
DCHS6705A-P1-NEW,"EJECTOR PIN SLEEVE F-29, F-30",Inactive,0,,,#N/A,AAC KOKI
DCHS6705B-P1-NEW,"EJECTOR PIN SLEEVE F-54, F-57, F-58",Inactive,0,,,#N/A,AAC KOKI
DCHS6705C-P1-NEW,"EJECTOR PIN SLEEVE F-55,F-56",Inactive,0,,,#N/A,AAC KOKI
DCHS6705-P1-NEW,".....ECI 000.....EJECTOR PIN SLEEVE F-29, F-30",Active,0,,,#N/A,AAC KOKI
DCHS6708-P2-NEW,.....ECI 000.....DOG ROD,Active,0,,,#N/A,AAC KOKI
DCHS69010-P1-NEW,..... ECI 000 .....GUIDE BUSH,Active,0,,,#N/A,AAC KOKI
DCHS69011-P1-NEW,..... ECI 000.....GUDIE PIN A,Active,0,,,#N/A,AAC KOKI
DCHS69012-P1-NEW,.....ECI 000..... GUIDE PIN B,Active,0,,,#N/A,AAC KOKI
DCHS69013-P1-NEW,..... ECI 000.....MACHINE LOCATION BLOCK,Active,0,,,#N/A,AAC KOKI
DCHS69400-P1-NEW,.....ECI 000..... SPRUE CORE,Active,0,,,#N/A,AAC KOKI
DCHS69401-P1-NEW,..... ECI 000..... SPRUE BUSH,Active,0,,,#N/A,AAC KOKI
