Date,Plant,Shift,Machine Number,Part Description,Die Number,Die Related Downtime Reason,Die Related Downtime Minutes,Die Related Downtime Notes,DRD DT Description,DRD Start Time,DRD Stop Time
8-Mar-22,AAC Plant 2,2,2250-1,946F Crankcase DC,1,Die Polish,25,epolish on c-3; qc request,Die Related,09:00 PM,09:25 PM
8-Mar-22,AAC Plant 2,2,2250-1,946F Crankcase DC,1,Die Polish,30,epolish; call dm,Die Related,02:30 AM,03:00 AM
8-Mar-22,AAC Plant 2,2,2250-1,946F Crankcase DC,1,Stuck part(Die),40,stuck partial and bent pins/ called dm; pull die in half,Die Related,03:20 AM,04:00 AM
8-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,5,Flash Out,10,die flashout; return ulr home; run clean out,Die Related,03:50 AM,04:00 AM
8-Mar-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Die Chip/Crack,80,die chip repair on c-2 s/s; qc request; call dm,Die Related,02:20 AM,03:40 AM
8-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Die Chip/Crack,25,NG die chip on c-4; dm repairing,Die Related,07:30 PM,07:55 PM
8-Mar-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,1,Die Chip/Crack,150,qc issue with heavy flash; call dm/ pull die and set back-up,Die Related,11:00 PM,01:30 AM
8-Mar-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,5,Hydraulic Issue (Die),20,c-1 hydraulic line broke; called dm,Die Related,02:15 AM,02:35 AM
8-Mar-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,5,Die Chip/Crack,85,die chip on m/s; called dm,Die Related,12:40 AM,02:05 AM
8-Mar-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Polish,25,qc request epolish,Die Related,12:15 AM,12:40 AM
9-Mar-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,6,Water Leak,30,busted sprue bushing,Die Related,03:30 PM,04:00 PM
9-Mar-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,6,Stuck part(Die),20,stuck part; shot l/s fault,Die Related,02:20 PM,02:40 PM
9-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,1,Vacuum (Die),50,air blow fault; called dm,Die Related,08:15 AM,09:05 AM
9-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Flash Out,10,flash out/ small biscuit,Die Related,05:35 AM,05:45 AM
9-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Die Polish,20,s/s galling; epolish,Die Related,12:50 PM,01:10 AM
9-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Cavity Damage,140,broke insert on c-3,Die Related,01:40 PM,04:00 AM
9-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,Cavity Damage,55,"broke pin on c-1, pull die",Die Related,03:05 PM,04:00 PM
9-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,Cavity Damage,55,"broke pin on c-2, call dm, replaced pin on c-2",Die Related,08:25 AM,09:20 AM
9-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING AWD DC,1,Die Polish,20,qc request epolish s/s,Die Related,03:05 PM,03:25 PM
9-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,29,Die Polish,20,qc request epolish,Die Related,02:50 PM,03:10 PM
9-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,4,Die Polish,19,epolish; chunk out on bolt boss,Die Related,08:46 AM,09:03 AM
9-Mar-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,6,Dimensional(Die),40,ng die repair; ej pin high; call dm,Die Related,10:20 PM,11:00 PM
9-Mar-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,6,Dimensional(Die),25,"ng ejec. pin, low; call dm",Die Related,08:35 PM,09:00 PM
9-Mar-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Cavity Damage,230,broke metal saver; call dm pull m/s for dm to repair,Die Related,09:20 PM,01:10 AM
9-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,8,Hydraulic Issue (Die),35,"hydraulic leak; c-3 fitting, called dm",Die Related,10:10 PM,10:45 PM
9-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,8,Die Polish,60,qc request polish; call dm,Die Related,03:00 AM,04:00 AM
9-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,8,L/S Issue,95,c-1 l/s fault; c-1 not inserting; call dm,Die Related,05:15 PM,06:50 PM
9-Mar-22,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,3,Die Chip/Crack,50,die chip repair on m/s main core,Die Related,12:35 AM,01:25 AM
9-Mar-22,AAC Plant 2,2,2250-6,587F Crank Case Stiffening DC,29,Die Polish,30,e polish,Die Related,05:15 PM,05:45 PM
9-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Die Polish,12,qc request epolish,Die Related,01:43 AM,01:55 AM
9-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Flash Out,10,flashed out; changed ng sleeve pipe,Die Related,12:25 AM,12:35 AM
9-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Die Polish,12,qc request epolish,Die Related,08:16 PM,08:28 PM
9-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,4,Die Polish,10,qc request polish; heavy galling on c-2 and c-3,Die Related,06:25 PM,06:35 PM
9-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Die Polish,15,qc request polish; check powder,Die Related,02:40 AM,02:55 AM
9-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Die Polish,10,qc request polish,Die Related,01:55 AM,02:05 AM
10-Mar-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,6,Die Chip/Crack,100,die chip repair; called DM,Die Related,07:40 AM,09:20 AM
10-Mar-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,6,Flash Out,10,flashout,Die Related,11:35 AM,11:45 AM
10-Mar-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,6,Stuck part(Die),15,stuck boss; called DM,Die Related,03:45 PM,04:00 PM
10-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,11,Water Leak,105,water leak on s/s & m/s; pulled die,Die Related,08:45 AM,10:30 AM
10-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,6,Stuck part(Die),40,stuck metal c-4; called dm,Die Related,02:05 PM,02:45 PM
10-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Die Polish,25,epolish spline per qc; call DM,Die Related,06:45 AM,07:10 AM
10-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Die Polish,20,overstart; epolish s/s,Die Related,05:15 AM,05:35 AM
10-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Cavity Damage,40,broke pin on c-3; called DM,Die Related,10:20 AM,11:00 AM
10-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,8,L/S Issue,35,c-1 process time over; l/s on c-2; called DM to remove stuck part,Die Related,06:50 AM,07:25 AM
10-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,8,Flash Out,10,die close time over; flashed out,Die Related,09:35 AM,09:45 AM
10-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,8,Die Chip/Crack,60,die chips,Die Related,10:50 AM,11:50 AM
10-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,8,Flash Out,25,small biscuit; flashed out on c-1,Die Related,12:20 PM,12:45 PM
10-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,8,Flash Out,80,small biscuit; flashed out on c-1; called DM,Die Related,12:55 PM,02:15 PM
10-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,8,Stuck part(Die),40,stuck part; c-1 l/s not reading,Die Related,02:50 PM,03:30 PM
10-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,Hydraulic Issue (Die),75,hyd leak; hose busted on c-3; called DM,Die Related,08:35 AM,09:45 AM
10-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,Die Polish,25,qc request polish on s/s,Die Related,07:05 AM,07:30 AM
10-Mar-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,3,Water Leak,155,water leak m/s; crack pc pin c-4,Die Related,08:10 AM,10:45 AM
10-Mar-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,3,L/S Issue,15,c-1 l/s fault,Die Related,02:10 PM,02:25 PM
10-Mar-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,3,L/S Issue,10,c-3 l/s not reading,Die Related,03:05 PM,03:15 PM
10-Mar-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,3,Stuck part(Die),20,l/s on c-3 not reading,Die Related,12:30 PM,12:50 PM
10-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,31,Cavity Damage,220,broke pin on c-3; broke at start up;,Die Related,05:20 AM,09:00 AM
10-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,31,Water Flow (Die),10,ulr fault; biscuit bent when c-1 return; check water flow,Die Related,12:40 PM,12:50 PM
10-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,31,Water Flow (Die),10,ulr fault; bent biscuit; check water flow,Die Related,01:10 PM,01:20 PM
10-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,31,Water Flow (Die),10,ulr fault; bent biscuit; ng water flow,Die Related,01:40 PM,01:50 PM
10-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,31,Stuck part(Die),60,stuck partial on c-4; die chip on s/s; called DM,Die Related,02:00 PM,03:00 PM
10-Mar-22,AAC Plant 2,1,2250-7,A467 Extension Housing DC,1,Hydraulic Issue (Die),10,c-4 return time over; hose came off; replaced hose,Die Related,11:50 AM,12:00 PM
10-Mar-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Stuck part(Die),130,stuck partial on c-2 and c-3; called DM,Die Related,01:50 PM,04:00 AM
10-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,Stuck part(Die),24,die open timeover; called DM,Die Related,03:52 PM,04:16 PM
10-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Die Polish,12,epolish; galling,Die Related,05:25 AM,05:37 AM
10-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Die Polish,36,epolish; metal build up on m/s; called DM,Die Related,11:24 AM,12:00 PM
10-Mar-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,6,Die Polish,30,Epolish; QC request,Die Related,05:50 PM,06:20 PM
10-Mar-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,6,Hydraulic Issue (Die),20,Hydraulic leak; NG hyd fitting c2,Die Related,03:40 AM,04:00 AM
10-Mar-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,6,Die Chip/Crack,50,Die chip s/s; QC request,Die Related,10:10 PM,11:00 PM
10-Mar-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,6,Die Polish,10,Finishing up e polish,Die Related,09:20 PM,09:30 PM
10-Mar-22,AAC Plant 2,2,2250-1,946F Crankcase DC,6,Die Polish,10,E polish; Insert on ss; QC requested polish,Die Related,11:50 PM,12:00 AM
10-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,5,Die Polish,15,E polish,Die Related,05:15 PM,05:30 PM
10-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,5,Die Chip/Crack,55,"Die chip on m/s, M/c",Die Related,01:55 AM,02:50 AM
10-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,8,Flash Out,75,Flashed out; C-1,Die Related,07:45 PM,09:00 PM
10-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,8,Die Polish,65,E polish; QC request,Die Related,01:10 AM,02:15 AM
10-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,8,Die Polish,40,E polish; QC request,Die Related,05:50 PM,06:30 PM
10-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Water Flow (Die),10,Water flow fault; m/s power cool pin break detect,Die Related,05:20 PM,05:30 PM
10-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Die Polish,35,E polisg; QC request,Die Related,01:00 AM,01:35 AM
10-Mar-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,1,Die Polish,15,E polish; QC request,Die Related,05:15 PM,05:30 PM
10-Mar-22,AAC Plant 2,2,2250-6,984F Crankcase DC,1,Die Chip/Crack,35,Die chip repair; Recent repair too low; QC requested,Die Related,01:40 AM,02:15 AM
10-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Stuck part(Die),16,Stuck part; Die open t/o,Die Related,07:19 PM,07:35 PM
10-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Stuck part(Die),8,Stuck part; Die open t/o,Die Related,04:22 AM,04:30 AM
10-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Stuck part(Die),81,Stuck shot; Cycle over,Die Related,08:27 PM,09:48 PM
10-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Die Polish,4,E polish; Per qc request,Die Related,11:38 PM,11:42 PM
10-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Die Polish,23,E polish on bolt boss,Die Related,12:19 AM,12:42 AM
10-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Die Polish,30,E polish; Galling on flow windows,Die Related,07:17 PM,07:47 PM
10-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Die Polish,15,E polish; Galling on bolt boss,Die Related,12:35 AM,12:50 AM
11-Mar-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Cavity Damage,75,broke pin on c-2; called dm,Die Related,02:15 PM,03:30 PM
11-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,6,L/S Issue,10,c-2 l/s fault; l/s reading,Die Related,06:05 AM,06:15 AM
11-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Die Polish,15,overstart; epolish s/s; polish heavy galled areas,Die Related,05:15 AM,05:30 AM
11-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Hydraulic Issue (Die),20,cold shot on parts; found hyd leak on c-3; call dm,Die Related,03:40 PM,04:00 PM
11-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Die Polish,30,qc request epolish,Die Related,06:35 AM,07:05 AM
11-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,8,Cavity Damage,45,thick flash on flow window and drag marks on s/s; call DM,Die Related,09:30 AM,10:15 AM
11-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,Die Chip/Crack,50,die chip on s/s; called dm,Die Related,03:10 PM,04:00 PM
11-Mar-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Cavity Damage,75,broke pin on m/s main core,Die Related,02:45 PM,04:00 PM
11-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,Die Polish,30,epolish,Die Related,08:45 AM,08:15 AM
11-Mar-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,3,Stuck part(Die),10,ulr fault in die; part hanging on m/s,Die Related,05:15 AM,05:25 AM
11-Mar-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,3,Die Chip/Crack,90,die chip repair,Die Related,07:50 AM,09:20 AM
11-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,12,Stuck part(Die),20,ulr fault; vac runner stuck,Die Related,03:00 PM,03:20 PM
11-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Die Chip/Crack,70,die chip next to datum hole; called DM,Die Related,08:40 AM,09:50 AM
11-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Water Leak,30,finish die change,Die Related,11:40 AM,12:10 PM
11-Mar-22,AAC Plant 2,1,2250-6,984F Crankcase DC,1,Cavity Damage,280,broke pin m/s; called DM,Die Related,08:15 AM,01:05 PM
11-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,4,Flash Out,100,b cavity flashing; called DM,Die Related,02:20 PM,04:00 PM
11-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,4,Die Polish,15,epolish @ trim press,Die Related,04:15 PM,04:30 PM
11-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Die Polish,46,low spot on part; called dm,Die Related,06:54 AM,07:35 AM
11-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,8,Water Leak,10,water leak m/s manifold; broke fitting,Die Related,01:15 PM,01:25 PM
11-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,8,L/S Issue,27,ejector return process time over; bad plug; call dm,Die Related,01:25 PM,01:52 PM
11-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Cavity Damage,5,oversized window; flash in slide cores,Die Related,07:50 AM,07:55 AM
11-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,5,Die Polish,15,E polish on c4; QC,Die Related,02:50 AM,03:05 AM
11-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,5,Die Chip/Crack,60,Carry over from 4s+d; DM still in dcm,Die Related,11:30 PM,12:30 AM
11-Mar-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,L/S Issue,75,C1 not reading,Die Related,05:15 PM,06:30 PM
11-Mar-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Die Polish,20,E polish; QC request,Die Related,06:30 PM,06:50 PM
11-Mar-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,1,Die Polish,20,E polish; QC request,Die Related,05:15 PM,05:35 PM
11-Mar-22,AAC Plant 2,2,2250-4,946F Crankcase DC,12,Vacuum (Die),20,Vacuum area undercut;Runner falling in die cavity,Die Related,05:15 PM,05:35 PM
11-Mar-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Stuck part(Die),60,Stuck partial s/s,Die Related,02:00 AM,03:00 AM
11-Mar-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Vacuum (Die),190,Vacuum fault; Valve end time over; Flash around plunger,Die Related,10:30 PM,01:40 AM
11-Mar-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Water Leak,45,Water line loose on c2; Pulled loose,Die Related,05:15 PM,06:00 PM
11-Mar-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Stuck part(Die),55,Stuck partial s/s; Not getting water to power cool,Die Related,03:05 AM,04:00 AM
11-Mar-22,AAC Plant 2,2,500-2,B700 V6 Stator Wheel DC,4,Die Polish,30,E polish; A cavity distorted,Die Related,11:50 PM,12:20 AM
11-Mar-22,AAC Plant 2,2,500-2,B700 V6 Stator Wheel DC,4,Die Polish,35,E polish; Distortion in A cavity,Die Related,01:40 AM,02:15 AM
11-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Die Polish,6,E polish; Per qc request,Die Related,11:51 PM,11:57 PM
11-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Stuck part(Die),20,Stuck part; Die open t/o,Die Related,12:00 AM,12:20 AM
11-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,7,Water Flow (Die),50,Spruce bushing water flow ng,Die Related,03:20 AM,04:10 AM
11-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,7,Water Leak,20,Water leak; Water leaking out m/s,Die Related,04:10 AM,04:30 AM
11-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,8,Die Polish,20,Stuck part; E stop hit,Die Related,06:30 PM,06:50 PM
12-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,12,Die Chip/Crack,60,carryover die repair,Die Related,02:00 PM,03:00 PM
12-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,12,L/S Issue,40,c-1 l/s fault; call DM,Die Related,06:00 AM,06:40 AM
12-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,4,Dimensional(Die),90,a cavity distortion; t/p warping parts; called DM,Die Related,05:50 AM,07:20 AM
12-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,4,Other (Die),20,crashed part at t/p; seated wrong; stuck metal in liner bolts,Die Related,08:35 AM,08:55 AM
12-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,4,Flash Out,35,flash out; small biscuit; clean die and call dm for stuck part,Die Related,10:55 AM,11:30 AM
12-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,4,Flash Out,15,flash out; cleaned die,Die Related,04:15 AM,04:30 AM
12-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,4,Flash Out,45,flash out; called dm,Die Related,12:45 PM,01:30 PM
12-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,4,Flash Out,10,flash out; stuck pieces in die,Die Related,12:15 PM,12:25 PM
12-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Water Leak,21,water leak on c-2 ; broke fitting; called dm,Die Related,06:13 AM,06:34 AM
12-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Water Leak,7,f52 part detecting; broke cone form c-2 water leak,Die Related,05:17 AM,05:24 AM
12-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Die Polish,5,chunck out flow windows; flash in slide cores; vents clogged,Die Related,09:01 AM,09:06 AM
12-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Die Polish,14,epolish; metal build up  on bolt boss,Die Related,01:08 PM,01:22 PM
12-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Die Polish,10,epolish; metal build up on bolt boss,Die Related,02:44 PM,02:54 PM
12-Mar-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Die Polish,15,Chunk out; C-3 insert,Die Related,02:00 AM,02:15 AM
12-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,12,Dimensional(Die),35,Low ej pin; QC request repair,Die Related,06:00 PM,06:35 PM
12-Mar-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Vacuum (Die),35,Vacuum; Flash in block,Die Related,01:25 AM,02:00 AM
12-Mar-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Vacuum (Die),105,Vacuum; Continue working on vacuum block,Die Related,03:00 AM,04:45 AM
12-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Water Leak,17,Water leak; NG fitting on s/s,Die Related,11:25 PM,11:42 PM
12-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Water Leak,20,Water leak,Die Related,10:50 PM,11:10 PM
12-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Water Leak,9,Water leak; Hose came loose on s/s from die fitting,Die Related,10:19 PM,10:28 PM
12-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Stuck part(Die),98,Stuck shot; Cycle over; Stuck part,Die Related,08:38 PM,10:00 PM
12-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Water Flow (Die),20,Water flow; NG water flow to spruce bushing,Die Related,01:55 AM,02:15 AM
12-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Stuck part(Die),12,Stuck part; Die open t/o,Die Related,01:40 AM,01:52 AM
12-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Die Polish,35,E polish; Build up on bolt boss,Die Related,07:00 PM,07:35 PM
13-Mar-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Die Polish,20,epolish,Die Related,03:00 PM,03:20 PM
13-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Flash Out,13,Flashed out; Flashed straight down,Die Related,12:17 AM,12:30 AM
13-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Die Polish,7,E polish per qc request,Die Related,01:23 AM,01:30 AM
14-Mar-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",2,Cavity Damage,55,broke pin on c-1,Die Related,05:30 AM,06:15 AM
14-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,Other (Die),55,c-1 cylinder; broke bolts; called dm,Die Related,05:45 AM,06:40 AM
14-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,L/S Issue,30,c-3 l/s fault; dm replaced l/s on c-3 still NG  call maint,Die Related,11:30 AM,12:00 PM
14-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,L/S Issue,70,c-3 l/s fault,Die Related,09:20 AM,10:30 AM
14-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,L/S Issue,45,c-3 return time over; stuck part; l/s bar went past l/s switch; called dm,Die Related,01:10 PM,01:55 PM
14-Mar-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,3,Water Leak,105,crack pc pin m/s; pull die 3,Die Related,08:45 AM,10:30 AM
14-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Water Leak,100,power cool fault; broke pin m/s; pull die,Die Related,07:40 AM,09:20 AM
14-Mar-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Stuck part(Die),75,stuck bolt boss c-3 and broke pin on c-1; called dm,Die Related,08:55 AM,10:10 AM
14-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Flash Out,5,build up flash on s/s around I- bolt,Die Related,01:30 PM,01:35 PM
14-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Other (Die),5,A cavity not spinning; build up on die; cleaned die,Die Related,03:12 PM,03:17 PM
14-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,Stuck part(Die),15,stuck part; c-4 time over,Die Related,05:24 AM,05:39 AM
14-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Stuck part(Die),85,cycle over,Die Related,06:03 AM,07:28 AM
14-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Water Leak,123,pulled ss,Die Related,11:27 AM,01:30 AM
14-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,Die Polish,12,miscommunication on previous polish,Die Related,12:37 PM,12:49 PM
14-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,Die Polish,15,epolish; metal build up on m/s,Die Related,11:31 AM,11:46 AM
14-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,Die Polish,20,epolish; metal build up on bolt boss,Die Related,05:39 AM,05:59 AM
