Date,Plant,Shift,Machine Number,Part Description,Die Number,Die Related Downtime Reason,Die Related Downtime Minutes,Die Related Downtime Notes,DRD DT Description,DRD Start Time,DRD Stop Time
1-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,7,Die Polish,-140,,,,
1-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Die Polish,110,shut down qc req e-polish,Die Related,05:50 PM,07:40 PM
1-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Die Polish,-110,shut down qc req/e-polish,Die Related,05:50 AM,07:40 AM
1-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Die Polish,110,shut down qc req e-polish,Die Related,05:50 AM,07:40 AM
1-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,40,qc req e-polish,Die Related,06:00 AM,06:40 PM
1-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Vacuum (Die),125,vac fault /vac flash,Die Related,07:10 PM,09:15 AM
1-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,35,"qc req, e-polish",Die Related,02:10 AM,02:45 AM
1-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Vacuum (Die),-125,,Die Related,,
1-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,-35,,Die Related,,
1-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,-40,,Die Related,,
1-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,35,qc req,Die Related,02:10 AM,02:45 AM
1-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Vacuum (Die),125,vac fault,Die Related,07:10 AM,09:15 AM
1-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,40,qc req,Die Related,06:00 AM,06:40 AM
1-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Die Polish,20,"qc req, e-polish",Die Related,08:40 PM,09:00 PM
1-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Die Polish,25,qc req polish,Die Related,03:20 AM,03:45 AM
1-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Die Polish,-20,,,,
1-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Die Polish,-25,,,,
1-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Die Polish,25,qc req,Die Related,03:20 AM,03:45 AM
1-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Die Polish,20,qc req e-polish,Die Related,08:40 AM,09:00 AM
1-Apr-24,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,15,e-polish qc req,Die Related,02:50 AM,03:05 AM
1-Apr-24,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,15,e-polish,Die Related,07:50 AM,08:05 AM
1-Apr-24,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,-30,,,,
1-Apr-24,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,15,e-polish,Die Related,07:50 AM,08:05 AM
1-Apr-24,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,15,e-polish,Die Related,02:50 AM,03:05 AM
1-Apr-24,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Squeeze Pin (Die),190,die close t/o,Die Related,09:45 AM,12:55 PM
1-Apr-24,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Die Polish,55,e-polish,Die Related,02:55 AM,03:50 AM
1-Apr-24,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Die Polish,-55,,,,
1-Apr-24,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Die Polish,55,e-polisjh,Die Related,02:55 AM,03:50 AM
1-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,6,Flash Out,25,"ulr fault , flashed  out",Die Related,06:15 AM,06:40 AM
1-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,6,Squeeze Pin (Die),15,cond check on die /cold shot on parts,Die Related,05:15 AM,05:30 AM
1-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,6,Squeeze Pin (Die),40,cond check cold shot ms,Die Related,06:45 PM,07:25 AM
1-Apr-24,AAC Plant 2,2,800-1,908K Center Support DC,3,Stuck part(Die),45,stuck part/shot,Die Related,05:35 AM,06:20 AM
1-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Die Polish,10,e-polish per PI,Die Related,04:20 AM,04:30 AM
1-Apr-24,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,14,Die Polish,10,e-polish /galling on bolt boss,Die Related,11:00 AM,11:10 AM
1-Apr-24,AAC Plant 2,2,9025,914K Transaxle Case,3,Die Polish,28,"Polish, 12:30-12:55 completed polish",Die Related,12:30 AM,12:58 AM
2-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,L/S Issue,90,"pulled die 1, set die 4",Die Related,03:00 PM,04:30 PM
2-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Die Polish,25,preshift polish,Die Related,05:15 AM,05:40 AM
2-Apr-24,AAC Plant 2,1,2250-1,946F Crankcase DC,15,Hydraulic Issue (Die),25,"Shut down, change oring on C-1",Die Related,05:45 AM,06:10 AM
2-Apr-24,AAC Plant 2,1,2250-10,946F Crankcase DC,14,Die Polish,20,c-1 galling,Die Related,06:50 AM,07:10 AM
2-Apr-24,AAC Plant 2,1,2250-11,LB01 TM Case DC,3,Die Chip/Crack,105,"Die chip on SS, 6:55-8:20 cavity repair JS",Die Related,06:40 AM,08:25 AM
2-Apr-24,AAC Plant 2,1,2250-11,LB01 TM Case DC,3,Die Chip/Crack,75,NG die repair,Die Related,08:40 AM,09:55 AM
2-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,11,Cavity Damage,90,"core swap G300 TAC-9 broke pin on c-4, wait on crane-wait on DM to remove bolts & bring core set",Die Related,11:30 AM,01:00 PM
2-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,11,Stuck part(Die),50,"stuck partial on c-3 & c-4 broke pin on c-4, call DM, removed parts c4-c3, broke pin",Die Related,10:40 AM,11:30 AM
2-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),55,"URL fault, stuck partial on c-3 7 c-4, call DM, 3:20-3:50 remove parts",Die Related,03:20 PM,04:15 PM
2-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),25,"Stuck partial, c-3 MS, called DM, removed partial c-3 5:40-5:55",Die Related,05:35 PM,06:00 PM
2-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),50,"Stuck partial c-3 & C-4, called DM, 11:30-12:15 removed stuck partials c-3 c-4",Die Related,11:30 PM,12:20 AM
2-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),65,"Stk partial c-4, Condition check good, water flow ok blew out lines, adjust water, check spray good 1:00-1:05",Die Related,12:40 AM,01:45 AM
2-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),75,"Stuck partial C-4 MS, called DM checked all water flow adjusted water in spec",Die Related,06:10 PM,07:25 PM
2-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),-215,,,,
2-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Stuck part(Die),35,stuck part,Die Related,03:40 AM,04:15 AM
2-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Vacuum (Die),35,flash through,Die Related,04:10 PM,04:45 PM
2-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Flash Out,10,flashed around vacuum and cleaned off,Die Related,11:45 AM,11:55 AM
2-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Die Chip/Crack,55,die chip,Die Related,07:00 AM,07:55 AM
2-Apr-24,AAC Plant 2,1,2250-4,984F Crankcase DC,4,Stuck part(Die),45,"stuck piece on c-1, removed stuck piece on c-1 2:50-3:00 BS",Die Related,02:30 PM,03:15 PM
2-Apr-24,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,10,"carry over 4S+D, DM still polishing",Die Related,11:30 AM,11:40 AM
2-Apr-24,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Die Polish,35,e-polish,Die Related,06:55 AM,07:30 AM
2-Apr-24,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Flash Out,15,thick flash,Die Related,03:25 AM,03:40 PM
2-Apr-24,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Stuck part(Die),30,stuck part / c1 return  time over,Die Related,09:45 AM,10:15 AM
2-Apr-24,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Die Polish,30,"e=polish, called DM, 6:10-6:25 polish",Die Related,06:00 AM,06:30 AM
2-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,4,Die Polish,40,"e-polish c-1/c-2 QC req. heavy galling + vac hose leaking air, called DM/vac hose (repaired)",Die Related,11:20 PM,12:00 AM
2-Apr-24,AAC Plant 2,2,2250-12,LB01 TM Case DC,2,Flash Out,25,"Flashed out, broken rubber seal, replaced rubber seal/cleaned flas from die/clean out",Die Related,03:35 AM,04:00 AM
2-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),25,stuck partial c-3 m/s,Die Related,05:35 PM,06:00 PM
2-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),50,stuck partial c-3&c-4,Die Related,11:30 PM,12:20 AM
2-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),65,stk partial c-4,Die Related,12:40 AM,01:45 AM
2-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),75,stuck partial c-4 m/s,Die Related,06:10 PM,07:25 PM
2-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Water Flow (Die),115,"vac fault, metal in vac black, DM & replace both cades, clean block and check",Die Related,07:20 PM,09:15 PM
2-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Water Flow (Die),105,"carry over, DM working on vac block",Die Related,05:15 PM,07:00 PM
2-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Flash Out,20,"URL fault, small bisc due to SS flash out, clean SS",Die Related,10:45 PM,11:05 PM
2-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Flash Out,20,"URL fault, due flash out on SS, clean SS",Die Related,01:40 AM,02:00 AM
2-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Water Flow (Die),10,"Vacuum fault, runner stuck, remove runner, reset vac",Die Related,12:45 AM,12:55 AM
2-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Water Flow (Die),30,"Vacum fault, vac pump ng, called DM, replaced vac pump 8:50-9:30",Die Related,08:30 PM,09:00 PM
2-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Water Flow (Die),130,"vacuum fault, vac flash thru block, called DM 6:00-7:30 clean flash out in vac block",Die Related,05:50 PM,08:00 PM
2-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,30,"QC-request, e-polish, remove galling",Die Related,03:30 AM,04:00 AM
2-Apr-24,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,15,"epolish, drag mark, meincore",Die Related,06:55 PM,07:10 PM
2-Apr-24,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,30,"E-polish, P/I request, call DM, RC E-polish 3:30-3:45",Die Related,03:30 AM,04:00 AM
2-Apr-24,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Water Flow (Die),40,"Power cool fault, leaking power cool fitting MS, call DM, DM change NG power cool fitting",Die Related,01:10 AM,01:50 AM
2-Apr-24,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,60,"e-polish, P/I request, call DM, 6:30-6:55 polished",Die Related,06:15 PM,07:15 PM
2-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,6,Die Polish,25,"e=polish, build up on SS part crack, call DM for e-polish, 5:15-5:30 polished SS",Die Related,05:15 PM,05:40 PM
2-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,7,L/S Issue,60,"Stuck part x2, C/1 L/S fault not read return, call DM, removed stuck part, checked LS",Die Related,08:00 PM,09:00 PM
2-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,7,L/S Issue,40,"C/1 L/S fault, C/1 not reading, call DM",Die Related,09:00 PM,09:40 PM
2-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,7,Cavity Damage,385,"P/I request repair, low ejector pin, call DM pulling MS for repair, DM inspected die is ok, returned to DC 10:45-12:00",Die Related,09:55 PM,04:20 AM
2-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,7,Hydraulic Issue (Die),25,"Hyd leak, NG oring, replaced oring",Die Related,04:20 AM,04:45 AM
2-Apr-24,AAC Plant 2,2,500-3,G903 Stator Wheel DC,6,Die Chip/Crack,30,"Die chip, B cavity, called DM",Die Related,04:15 AM,04:45 AM
2-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Stuck part(Die),30,"Stuck part & stuck shot, shot forward time over bisc size 516, called DM/made full part/clean off ladle probs",Die Related,08:20 PM,08:50 PM
3-Apr-24,AAC Plant 2,1,2250-1,946F Crankcase DC,15,Vacuum (Die),10,"vac fault, air blow pressure, building air pressure drop 64",,10:40 AM,10:50 AM
3-Apr-24,AAC Plant 2,1,2250-11,LB01 TM Case DC,4,Stuck part(Die),35,"stuck part, core 2 did not return, called dm",Die Related,06:00 AM,06:35 AM
3-Apr-24,AAC Plant 2,1,2250-11,LB01 TM Case DC,4,Vacuum (Die),30,"vac runner stuck to s/s, called dm, dm removed metal and polished die",Die Related,07:40 AM,08:10 AM
3-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Water Leak,230,water leak around sprue bushing,Die Related,06:45 AM,10:35 AM
3-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Stuck part(Die),15,vac flt; runner stuck on m/s,Die Related,10:40 AM,10:55 AM
3-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Flash Out,55,"flashout around vac block, called dm",Die Related,12:55 PM,01:50 PM
3-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Flash Out,10,flashout around vac block,Die Related,12:40 PM,12:50 PM
3-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Flash Out,15,"flashout around vac block, cleaned off die face",Die Related,11:05 AM,11:20 AM
3-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Die Chip/Crack,90,"die chip m/s hub, call dm",Die Related,06:45 AM,08:15 AM
3-Apr-24,AAC Plant 2,1,2250-3,908K TAH FWD DC,2,Vacuum (Die),35,"vac fault, runner sticking to m/s called DM (removed undercut from m/s vac runner area)",Die Related,05:30 AM,06:05 AM
3-Apr-24,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Other (Die),15,air blow behind m/s H/B,Die Related,01:20 PM,01:35 PM
3-Apr-24,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Flash Out,75,"flashout, fit check, called dm",Die Related,02:15 PM,03:30 PM
3-Apr-24,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Flash Out,40,"flashout called dm,",Die Related,12:40 PM,01:20 PM
3-Apr-24,AAC Plant 2,1,2250-7,A467 Extension Housing DC,1,Die Polish,20,"epolish C3, called dm",Die Related,07:05 AM,07:25 AM
3-Apr-24,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Die Chip/Crack,40,"carry over die chip repair, dm repairing",Die Related,05:15 AM,05:55 AM
3-Apr-24,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,23,Die Polish,17,"epolish m/s, main core, blow out m/s powder pins",Die Related,07:15 AM,07:32 AM
3-Apr-24,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,23,Die Polish,23,"P1 powder line not droping, blow out powder lines",Die Related,08:30 AM,08:53 AM
3-Apr-24,AAC Plant 2,1,9024,914K Transaxle Case,1,Cavity Damage,-140,,,,
3-Apr-24,AAC Plant 2,1,9024,914K Transaxle Case,3,Cavity Damage,-140,,,,
3-Apr-24,AAC Plant 2,1,9025,914K Transaxle Case,3,Cavity Damage,140,pulling stat bad pin,Die Related,10:00 AM,12:20 PM
3-Apr-24,AAC Plant 2,1,9025,914K Transaxle Case,3,Cavity Damage,-140,,Die Related,,
3-Apr-24,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",3,Cavity Damage,115,"die damage broke pin c2, called dm, clean die face to get rid of discoloration",Die Related,02:15 AM,04:10 AM
3-Apr-24,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",3,Die Polish,45,"epolish qc request, called dm",Die Related,12:10 AM,12:55 AM
3-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,4,Die Polish,40,"epolish c1, c2 per qc, heavy galling, called dm",Die Related,07:10 PM,07:50 PM
3-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Die Polish,20,"epolish, qc request, called dm",Die Related,03:45 AM,04:05 AM
3-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),20,stuck partial c4 called dm,Die Related,07:25 PM,07:45 PM
3-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,7,Stuck part(Die),15,"vacuum fault, runner stuck on m/s",Die Related,10:40 AM,10:55 AM
3-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,7,Water Leak,230,"water leak around sprue bushing, called dm pull s/s for repair",Die Related,06:45 AM,10:35 AM
3-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,7,Water Leak,-230,,Die Related,,
3-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,7,Stuck part(Die),-15,,Die Related,,
3-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Vacuum (Die),250,"vac fault, vac block flashout, called dm change ac pipe, cleaned metal out of vac block",Die Related,12:20 PM,04:30 PM
3-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Water Leak,55,"water leak die s/s, hose to sleeve ng, pull s/s replaced hose, and fittings",Die Related,06:15 AM,07:10 AM
3-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,30,"qc request epolish,",Die Related,02:50 PM,03:20 PM
3-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Cavity Damage,50,"dimensional, parts cracked s/s, inspect die, clean die, blew out water lines",Die Related,11:10 PM,12:00 PM
3-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Die Polish,30,"epolish heavy galling on c2, removed galling",Die Related,01:15 AM,01:45 AM
3-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Stuck part(Die),15,"stuck partial c1, called dm",Die Related,01:00 AM,01:15 AM
3-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Cavity Damage,50,"dimensional, parts cracked s/s, inspect die, clean die, called DM",Die Related,12:10 AM,01:00 AM
3-Apr-24,AAC Plant 2,2,2250-4,984F Crankcase DC,4,Stuck part(Die),45,"stuck partial c1, called dm",Die Related,01:50 AM,02:35 AM
3-Apr-24,AAC Plant 2,2,2250-7,A467 Extension Housing DC,1,Die Polish,35,"epolish, call dm",Die Related,07:00 PM,07:35 PM
3-Apr-24,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Chip/Crack,70,die chip and epolish s/s called dm,Die Related,06:40 PM,07:50 PM
3-Apr-24,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,50,epolish called dm,Die Related,02:35 AM,03:25 AM
3-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,5,Cavity Damage,25,"bolt missing m/s main core, causing cold shut issues, called dm to fill bolt hole",Die Related,06:15 PM,06:40 PM
3-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,5,Dimensional(Die),40,"low ejector pins called dm, cut down ej pin",Die Related,07:10 PM,07:50 PM
3-Apr-24,AAC Plant 2,2,800-1,908K Center Support DC,3,Stuck part(Die),41,"stuck part and stuck shot, shot fwd T/O, called dm",Die Related,01:54 AM,02:35 AM
3-Apr-24,AAC Plant 2,2,800-1,908K Center Support DC,3,Stuck part(Die),43,"stuck part and stuck shot, shot forwoar T/O, called dm",Die Related,11:54 PM,12:37 AM
3-Apr-24,AAC Plant 2,2,800-1,908K Center Support DC,3,Water Leak,5,"water leak, line came loose from fitting on s/s, put line back on",Die Related,01:25 AM,01:30 AM
3-Apr-24,AAC Plant 2,2,800-1,908K Center Support DC,3,Dimensional(Die),21,"thick flash C1 flow windows water leak s/s, n/g fitting, called dm",Die Related,02:55 AM,03:16 AM
3-Apr-24,AAC Plant 2,2,800-2,908K Center Support DC,1,Die Polish,30,"epolish per qc, galling chunk out top of s/s, called dm",Die Related,03:06 AM,03:36 AM
4-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",3,Die Polish,15,Preshift polish,Die Related,05:25 AM,05:40 AM
4-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Die Polish,30,"Carry over 4S+D, DM member waiting on DM team leader",Die Related,03:00 PM,03:30 PM
4-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Flash Out,10,"Small biscuit, flash out around c-1, remove flash",Die Related,03:35 PM,03:45 PM
4-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Die Polish,30,"Carry over 4S+D, DM member waiting on DM team leader",Die Related,03:00 PM,03:30 PM
4-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Flash Out,95,"Flashout around vac block to SS, call DM-clean and fit vac block, 5:30-6:50 removed flash and fitted vac block MS to SS",Die Related,05:30 AM,07:05 AM
4-Apr-24,AAC Plant 2,1,2250-4,984F Crankcase DC,4,Water Leak,125,"Con check per QC request, water leak behind C-2/C-3, pull die 4 set die 6",Die Related,02:55 PM,05:00 PM
4-Apr-24,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,4,Die Polish,15,"e-polish, white stone area on MS",Die Related,07:25 AM,07:15 AM
4-Apr-24,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Vacuum (Die),120,"Sensor open end, DM supervisor requested to bring in shop to do scheduled cange",Die Related,12:30 PM,02:30 PM
4-Apr-24,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Water Flow (Die),50,"Water line to sleeve busted, pulled SS repaired water line",Die Related,05:45 AM,06:35 AM
4-Apr-24,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Flash Out,15,"Small biscuit, flashed out, cleaned die",Die Related,08:15 AM,08:30 AM
4-Apr-24,AAC Plant 2,1,800-1,908K Center Support DC,3,Squeeze Pin (Die),5,"Biscuit no full, stuck to C-5, removed",Die Related,11:05 AM,11:10 AM
4-Apr-24,AAC Plant 2,1,800-1,908K Center Support DC,3,Die Polish,15,"Epolish, chunkout in C-4 flow window, polished",Die Related,01:05 PM,01:20 PM
4-Apr-24,AAC Plant 2,1,800-1,908K Center Support DC,3,Die Polish,50,"Epolish, called DM, polish 3:00-3:25",Die Related,02:35 PM,03:25 PM
4-Apr-24,AAC Plant 2,1,800-2,908K Center Support DC,1,Die Polish,20,"epolish, chunk out in flow windows, polished and cleaned die",Die Related,06:40 AM,07:00 AM
4-Apr-24,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,14,Die Polish,20,"E=polish, chunk out flow window",Die Related,07:07 AM,07:27 AM
4-Apr-24,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,14,Other (Die),97,"Broke bolt slide core holder c-2, called DM, 9:20-10:30 replace broke bolt on C-2",Die Related,09:10 AM,10:47 AM
4-Apr-24,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,14,Die Polish,10,"epolish, powder build up",Die Related,06:00 AM,06:10 AM
4-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Die Chip/Crack,115,"Shut down, QC request die chips to be repair on C-1",Die Related,02:35 PM,04:40 PM
4-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Die Polish,15,"Shut down QC request, e-polish on trim die, polish pins on trim die",Die Related,07:00 AM,07:15 AM
4-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Dimensional(Die),35,"Low ejector pins, call DM, 225-255 cut E5 pins per TL",Die Related,02:25 AM,03:00 AM
4-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Dimensional(Die),50,"Low ejector pins, DM request for us to auto charge MS core set over on SS to check holding block and core set",Die Related,12:20 AM,01:10 AM
4-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Dimensional(Die),50,"Shut down DCM/dimensional/lamination, set out 908 FWD#2 auto exchange/go back with 908 FWD#1 had to replace WH-2 water l",Die Related,10:15 PM,11:05 PM
4-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,60,"QC request, epolish, call DM, 719-800 e polish",Die Related,07:10 PM,08:10 PM
4-Apr-24,AAC Plant 2,2,2250-7,A467 Transmission Housing DC,4,Die Polish,25,"e-polish, call DM, 6-615 epolish",Die Related,05:55 PM,06:20 PM
4-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,5,Die Polish,40,"P/I request repair, pin chunking out MS main core parts NG, call DM, 645-715",Die Related,06:45 PM,07:25 PM
5-Apr-24,AAC Plant 2,1,2250-1,946F Crankcase DC,15,Die Polish,15,carryover polish,Die Related,11:30 AM,11:45 AM
5-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Die Chip/Crack,65,die chip repair s/s,Die Related,11:00 AM,12:05 PM
5-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,11,Stuck part(Die),15,ulr flt; bisc. big; vac runner sticking s/s,Die Related,07:30 AM,07:45 AM
5-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,11,Stuck part(Die),65,ulr flt; big bisc; vac runner sticking s/s,Die Related,08:55 AM,10:00 AM
5-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,11,Stuck part(Die),30,ulr flt; big biscuit; vac runner sticking on s/s,Die Related,06:35 AM,07:05 AM
5-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Die Chip/Crack,30,carryover die repair,Die Related,11:30 AM,12:00 PM
5-Apr-24,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Die Polish,50,polish,Die Related,08:40 AM,09:30 AM
5-Apr-24,AAC Plant 2,1,2250-4,984F Crankcase DC,6,L/S Issue,60,core 3 insert process time over l/s bar came off,Die Related,03:30 AM,04:30 AM
