Date,Plant,Shift,Machine Number,Part Description,Die Number,Machine Related Downtime Reason,Machine Related Downtime Minutes,Machine Related Downtime Notes,MRD DT Description,MRD Start Time,MRD Stop Time
24-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,27,powder lube fault,Casting Process/Equipment,05:18 PM,05:45 PM
24-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,4,condition monitor fault,Casting Process/Equipment,06:03 PM,06:07 PM
24-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,37,powder lube fault,Casting Process/Equipment,08:38 PM,09:15 PM
24-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Lathe,8,gate cutter fault,Casting Process/Equipment,02:48 AM,02:56 AM
24-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,5,shot monitor fault,Casting Process/Equipment,12:05 AM,12:10 AM
24-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Lathe,12,gate cutter fault,Casting Process/Equipment,12:48 AM,01:00 AM
24-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Lathe,79,gate cutter fault,Casting Process/Equipment,01:19 AM,02:38 AM
24-Mar-23,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,12,Shotblast,15,shot blast,Casting Process/Equipment,02:45 AM,03:00 AM
25-Mar-23,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,1,Spray Robot Mech,14,powder lube fault,Casting Process/Equipment,04:16 PM,04:30 PM
25-Mar-23,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,1,Cooling Water (Mach),14,water leak hose fitting leaking,Casting Process/Equipment,03:03 PM,03:17 PM
25-Mar-23,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,1,Spray Robot Mech,37,powder lube p3 sleeve,Casting Process/Equipment,01:33 PM,02:10 PM
25-Mar-23,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,1,Spray Robot Mech,13,powder lube,Casting Process/Equipment,10:00 AM,10:13 AM
25-Mar-23,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,1,Exit Conveyor,5,scrap conveyor fault,Casting Process/Equipment,05:15 AM,05:20 AM
25-Mar-23,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,1,Spray Robot Mech,-64,,,,
25-Mar-23,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,1,Exit Conveyor,-5,,,,
25-Mar-23,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,1,Cooling Conveyor,-14,,,,
25-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Cooling Water (Mach),18,water lesak,Casting Process/Equipment,05:40 AM,05:58 AM
25-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,5,shot monitoring fault,Casting Process/Equipment,02:33 AM,02:38 AM
25-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,10,shot monitoring fault,Casting Process/Equipment,01:40 AM,01:50 AM
25-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Cooling Water (Mach),8,parts hot,Casting Process/Equipment,11:25 AM,11:33 AM
25-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Unload Robot Mech,5,dbl loaded laser,Casting Process/Equipment,11:10 AM,11:15 AM
25-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Mech,9,part detect ng,Casting Process/Equipment,09:57 AM,10:06 AM
25-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Cooling Water (Mach),90,water leak on sleeve,Casting Process/Equipment,07:20 AM,08:50 AM
25-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Lathe,14,seating error,Casting Process/Equipment,06:53 AM,07:07 AM
25-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Exit Conveyor,5,scrap conveyor,Casting Process/Equipment,05:15 AM,05:20 AM
25-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Cooling Water (Mach),14,water leak,Casting Process/Equipment,03:03 AM,03:17 AM
25-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Spray Robot Mech,37,powder lube,Casting Process/Equipment,01:33 PM,02:10 PM
25-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Spray Robot Mech,13,powder lube,Casting Process/Equipment,10:00 AM,10:13 AM
25-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Spray Robot Mech,14,powder klube fault,Casting Process/Equipment,04:16 PM,04:30 PM
25-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Cooling Water (Mach),11,mov. main was high,Casting Process/Equipment,05:40 AM,05:51 AM
25-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Close/Tonnage,7,die close time over,Casting Process/Equipment,06:00 AM,06:07 AM
25-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,5,shot monitor fault,Casting Process/Equipment,09:00 AM,09:05 AM
25-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Cooling Water (Mach),5,shot monitor fault,Casting Process/Equipment,03:45 AM,03:50 AM
25-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,12,safety latch,Casting Process/Equipment,06:20 PM,06:32 PM
25-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,28,shot monitoring fault,Casting Process/Equipment,08:30 PM,08:58 PM
25-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,10,shot monitoring fault,Casting Process/Equipment,02:43 AM,02:53 AM
25-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Lathe,8,gate cutter fault,Casting Process/Equipment,03:17 AM,03:25 AM
25-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,6,scrap conv fault,Casting Process/Equipment,05:55 AM,06:01 PM
25-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,12,shot rod return pto,Casting Process/Equipment,02:14 AM,02:26 AM
25-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,5,bisc not detet,Casting Process/Equipment,09:15 PM,09:20 PM
25-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,15,powder lube fault,Casting Process/Equipment,09:30 PM,09:45 PM
25-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,10,powder lube fault,Casting Process/Equipment,12:21 AM,12:31 AM
25-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Lathe,6,gate cutter fault,Casting Process/Equipment,07:17 PM,07:23 PM
27-Mar-23,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,10,grease lube 3,Casting Process/Equipment,08:25 AM,08:35 AM
27-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,12,DC Mach Mech,25,machine lube,Casting Process/Equipment,05:30 AM,05:55 AM
27-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,12,Press/BSM Mech,15,ulr fault,Casting Process/Equipment,07:05 AM,07:20 AM
27-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,12,DC Mach Mech,15,ulr fault,Casting Process/Equipment,01:05 PM,01:20 PM
27-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,12,DC Mach Mech,10,ulr fault,Casting Process/Equipment,11:50 AM,12:00 PM
27-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,12,DC Mach Mech,160,ulr fault,Casting Process/Equipment,08:50 AM,11:30 AM
27-Mar-23,AAC Plant 2,1,2250-10,946F Crankcase DC,11,Unload Robot Mech,20,ulr fault bisc stuck servo,Casting Process/Equipment,04:00 PM,04:20 PM
27-Mar-23,AAC Plant 2,1,2250-10,946F Crankcase DC,11,DC Mach Mech,10,bad prod tonnage too high,Casting Process/Equipment,02:30 PM,02:40 PM
27-Mar-23,AAC Plant 2,1,2250-10,946F Crankcase DC,11,Spray Robot Mech,30,spray fault,Casting Process/Equipment,05:30 AM,06:00 AM
27-Mar-23,AAC Plant 2,1,2250-10,946F Crankcase DC,11,Unload Robot Mech,25,ulr fault bisc stuck on servo,Casting Process/Equipment,01:00 PM,01:25 PM
27-Mar-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,12,DC Mach Mech,75,hot oil unit out of oil,Casting Process/Equipment,05:30 AM,06:45 AM
27-Mar-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,12,Ladle-MRD,10,small bisc,Casting Process/Equipment,01:10 PM,01:20 PM
27-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Ladle-MRD,40,ladle miss pouring,Casting Process/Equipment,01:35 PM,02:15 PM
27-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Press/BSM Mech,25,ext fault,Casting Process/Equipment,08:35 AM,09:00 AM
27-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,DC Mach Mech,90,cold metal heater out,Casting Process/Equipment,06:00 AM,07:30 AM
27-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Ladle-MRD,10,small bisc poured over sleeve,Casting Process/Equipment,07:40 AM,07:50 AM
27-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Cooling Conveyor,20,cv air pressure fault,Casting Process/Equipment,12:25 PM,12:45 PM
27-Mar-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,8,Deburr 2,15,deburr 2,Casting Process/Equipment,07:35 AM,07:50 AM
27-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Press/BSM Mech,70,shut down tp table seperated from die,Casting Process/Equipment,06:20 AM,07:30 AM
27-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Cooling Water (Mach),20,"cooling water fault, flow too low",Casting Process/Equipment,05:50 AM,06:10 AM
27-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Cooling Water (Mach),20,cooling water fault,Casting Process/Equipment,05:30 AM,05:50 AM
27-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,DC Mach Mech,35,shot return pto,Casting Process/Equipment,08:55 AM,09:30 AM
27-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,DC Mach Mech,20,ulr fault build up sleeve,Casting Process/Equipment,04:25 PM,04:45 PM
27-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,DC Mach Mech,60,s-ddv fault,Casting Process/Equipment,10:30 AM,11:30 AM
27-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Press/BSM Mech,10,ulr at t/p bisc hung,Casting Process/Equipment,07:55 AM,08:05 AM
27-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Spray Robot Mech,20,spray fault m/s dropped,Casting Process/Equipment,05:45 AM,06:05 AM
27-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Vacuum (Mach),10,vac fault sensor break,Casting Process/Equipment,12:35 PM,12:45 PM
27-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Cooling Water (Mach),10,water fault pwc off,Casting Process/Equipment,05:55 AM,06:05 AM
27-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Press/BSM Mech,20,t/p dumb  table ls not ready,Casting Process/Equipment,05:30 AM,05:50 AM
27-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Press/BSM Mech,10,bisc hung up at tp,Casting Process/Equipment,10:10 AM,10:20 AM
27-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Press/BSM Mech,10,ulr bisc on tp,Casting Process/Equipment,02:20 PM,02:30 PM
27-Mar-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,DC Mach Mech,15,shot signal time over,Casting Process/Equipment,07:45 AM,08:00 AM
27-Mar-23,AAC Plant 2,1,2250-6,946F Crankcase DC,14,DC Mach Mech,30,acc 1 low pressure,Casting Process/Equipment,05:30 AM,06:00 AM
27-Mar-23,AAC Plant 2,1,2250-6,946F Crankcase DC,14,Spray Robot Mech,10,spray robot fault,Casting Process/Equipment,06:00 AM,06:10 AM
27-Mar-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,DC Mach Mech,10,die clamp force,Casting Process/Equipment,10:05 AM,10:15 AM
27-Mar-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Unload Robot Mech,10,ulr fault bisc too much,Casting Process/Equipment,02:00 PM,02:10 AM
27-Mar-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Unload Robot Mech,15,ulr ring inside jammed,Casting Process/Equipment,04:15 PM,04:30 PM
27-Mar-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Spray Robot Mech,10,s/r fault,Casting Process/Equipment,06:20 AM,06:30 AM
27-Mar-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Unload Robot Mech,15,ulr at bsm,Casting Process/Equipment,05:40 AM,05:55 AM
27-Mar-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Unload Robot Mech,15,ulr at bsm,Casting Process/Equipment,06:00 AM,06:15 AM
27-Mar-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Unload Robot Mech,15,ulr fault at cooling stand,Casting Process/Equipment,06:15 AM,06:30 AM
27-Mar-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Unload Robot Mech,20,ulr at cooling stand,Casting Process/Equipment,06:35 AM,06:55 AM
27-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Cooling Water (Mach),10,maint water fault,Casting Process/Equipment,06:15 AM,06:25 AM
27-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Cooling Water (Mach),6,maint water too low,Casting Process/Equipment,06:50 AM,06:56 AM
27-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Cooling Water (Mach),5,main water fault,Casting Process/Equipment,12:45 PM,12:50 PM
27-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Elec,52,other device fault,Casting Process/Equipment,05:30 AM,06:22 AM
27-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Cooling Water (Mach),10,hot part,Casting Process/Equipment,06:30 AM,06:40 AM
27-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Mech,14,sht monitoring fault bisc too big,Casting Process/Equipment,06:53 AM,07:07 AM
27-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Mech,7,shot monioring,Casting Process/Equipment,07:28 AM,07:35 AM
27-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Cooling Water (Mach),8,water line came off,Casting Process/Equipment,01:26 PM,01:34 PM
27-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Mech,7,shot monitoring fault,Casting Process/Equipment,02:19 PM,02:26 PM
27-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,4,part detect ng,Casting Process/Equipment,03:15 PM,03:19 PM
27-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Spray Robot Mech,28,p1 powder leak,Casting Process/Equipment,03:26 PM,03:54 PM
27-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,DC Mach Hyd,116,shot fwd time over,Casting Process/Equipment,08:42 AM,10:38 AM
27-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Cooling Water (Mach),6,cond monitor fault,Casting Process/Equipment,07:46 AM,07:52 AM
27-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,12,cycle over,Casting Process/Equipment,10:07 AM,10:16 AM
27-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Shotblast,168,shot blast not working,Casting Process/Equipment,06:07 AM,08:55 AM
27-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,13,die close time over,Casting Process/Equipment,09:51 AM,10:04 AM
27-Mar-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,15,die clamp fault,Casting Process/Equipment,08:35 PM,08:50 PM
27-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,12,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,07:50 PM,08:00 PM
27-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,12,Unload Robot Mech,15,ulr fault,Casting Process/Equipment,06:45 PM,07:00 PM
27-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,12,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,07:20 PM,07:30 PM
27-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,12,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,06:05 AM,06:15 PM
27-Mar-23,AAC Plant 2,2,2250-10,946F Crankcase DC,11,DC Mach Hyd,35,shut down hyd leak,Casting Process/Equipment,01:35 AM,02:10 AM
27-Mar-23,AAC Plant 2,2,2250-10,946F Crankcase DC,11,DC Mach Mech,5,take out robot fault,Casting Process/Equipment,06:00 AM,06:05 AM
27-Mar-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,12,Unload Robot Mech,15,ulr fault,Casting Process/Equipment,03:15 AM,03:30 AM
27-Mar-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Unload Robot Mech,20,ulr fault,Casting Process/Equipment,06:00 PM,06:20 PM
27-Mar-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,DC Mach Mech,10,grease fault,Casting Process/Equipment,09:35 PM,09:45 PM
27-Mar-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Unload Robot Mech,15,small bisc,Casting Process/Equipment,09:55 PM,10:10 PM
27-Mar-23,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,8,Shotblast,25,s/b and robot,Casting Process/Equipment,10:40 AM,11:05 AM
27-Mar-23,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,DC Mach Mech,10,shot fwd pto,Casting Process/Equipment,06:35 PM,06:45 PM
27-Mar-23,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,DC Mach Mech,20,shot fwd pto,Casting Process/Equipment,06:55 PM,07:15 PM
27-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Press/BSM Mech,10,trim press,Casting Process/Equipment,03:10 AM,03:20 AM
27-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Press/BSM Mech,20,tp fault,Casting Process/Equipment,11:00 PM,11:20 PM
27-Mar-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,DC Mach Mech,10,tonnage fault too high,Casting Process/Equipment,06:20 PM,06:30 PM
27-Mar-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,DC Mach Mech,30,hyd leak,Casting Process/Equipment,11:30 PM,12:00 AM
27-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,Cooling Water (Mach),5,quench tank,Casting Process/Equipment,11:46 PM,11:51 PM
28-Mar-23,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Furnace,10,ladle process time over,Casting Process/Equipment,08:40 AM,08:50 AM
28-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,10,DC Mach Mech,15,machine lube fault,Casting Process/Equipment,05:15 AM,05:30 AM
28-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,10,DC Mach Mech,20,ulr fault scrap chute,Casting Process/Equipment,06:50 AM,07:10 AM
28-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,10,Press/BSM Mech,15,ulr fault tp table seperated,Casting Process/Equipment,07:15 AM,07:30 AM
28-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,10,Unload Robot Mech,25,ulr air line,Casting Process/Equipment,11:30 AM,11:55 AM
28-Mar-23,AAC Plant 2,1,2250-10,946F Crankcase DC,11,Unload Robot Mech,20,ulr fault robot stopped cooling,Casting Process/Equipment,05:20 AM,05:40 AM
28-Mar-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,12,Unload Robot Mech,10,dropped part in cage,Casting Process/Equipment,04:30 PM,04:40 PM
28-Mar-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,12,Laser Etch-MRD,50,laser machine not working,Casting Process/Equipment,09:30 AM,10:20 AM
28-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Ladle-MRD,15,small bisc,Casting Process/Equipment,06:05 AM,06:20 AM
28-Mar-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,8,Deburr 1,35,cycle stop clamp fault deburr 1,Casting Process/Equipment,05:55 AM,06:30 AM
28-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Ladle-MRD,10,bad product,Casting Process/Equipment,01:10 PM,01:20 PM
28-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Spray Robot Adjust,65,csrry over 4s+d pe adjust spray,Casting Process/Equipment,11:30 AM,12:35 PM
28-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Unload Robot Mech,30,ulr at tp,Casting Process/Equipment,08:45 AM,09:15 AM
28-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Press/BSM Mech,5,tp part stuck in truck in track on tp,Casting Process/Equipment,04:15 PM,04:20 PM
28-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Press/BSM Mech,10,tp biscuit,Casting Process/Equipment,12:25 PM,12:35 PM
28-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Press/BSM Mech,5,tp part stuck in truck,Casting Process/Equipment,03:10 PM,03:15 PM
28-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Press/BSM Mech,10,trim press time over,Casting Process/Equipment,09:00 AM,09:10 AM
28-Mar-23,AAC Plant 2,1,2250-6,946F Crankcase DC,14,Spray Robot Mech,15,spray robot fault,Casting Process/Equipment,05:15 AM,05:30 AM
28-Mar-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Unload Robot Mech,10,ulr dropped part,Casting Process/Equipment,09:35 AM,09:45 AM
28-Mar-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Unload Robot Mech,10,ulr fault bisc too small,Casting Process/Equipment,07:15 AM,07:25 AM
28-Mar-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Unload Robot Mech,10,ulr ring insert jammed,Casting Process/Equipment,06:50 AM,07:00 AM
28-Mar-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Ladle-MRD,110,molten metal wire cut detect,Casting Process/Equipment,12:15 PM,02:05 PM
28-Mar-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Spray Robot Adjust,10,spray cycles,Casting Process/Equipment,05:15 AM,05:25 AM
28-Mar-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Ladle-MRD,10,metal wire cut,Casting Process/Equipment,02:50 PM,03:00 PM
28-Mar-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Power-cool,35,pwc fault m/s,Casting Process/Equipment,03:35 PM,04:10 PM
28-Mar-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,DC Mach Mech,20,shot return time over,Casting Process/Equipment,12:20 PM,12:40 PM
28-Mar-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,DC Mach Mech,10,shot monitoring fault,Casting Process/Equipment,10:10 AM,10:20 AM
28-Mar-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,DC Mach Mech,5,tonnage failure,Casting Process/Equipment,09:30 AM,09:35 AM
28-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Cooling Water (Mach),10,cooling water main low,Casting Process/Equipment,06:00 AM,06:10 AM
28-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Cooling Water (Mach),26,cooling water blew out line,Casting Process/Equipment,08:04 AM,08:30 AM
28-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,14,shot monitor fault small bisc,Casting Process/Equipment,02:58 PM,03:12 PM
28-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,10,shot monitor fault small bisc,Casting Process/Equipment,02:23 PM,02:33 PM
28-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,11,shot monitor fault small bisc,Casting Process/Equipment,01:25 PM,01:36 AM
28-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Cooling Water (Mach),10,shot monitor fault small bisc,Casting Process/Equipment,11:30 AM,11:40 AM
28-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,10,shot monitor fault small bisc,Casting Process/Equipment,09:23 AM,09:33 AM
28-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Ladle-MRD,15,shot monitoring fault big bisc,Casting Process/Equipment,02:00 PM,02:15 PM
28-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,31,shot monitoring fault,Casting Process/Equipment,12:04 PM,12:35 PM
28-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Other (Mach),16,powder lube fault,Casting Process/Equipment,10:28 AM,10:44 AM
28-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Other (Mach),12,powder lube fault,Casting Process/Equipment,05:40 AM,05:52 AM
28-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Ladle-MRD,25,shot monitoring fault,Casting Process/Equipment,02:15 PM,02:40 PM
28-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Other (Mach),20,p2 powder,Casting Process/Equipment,11:30 AM,11:50 AM
28-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Press/BSM Mech,10,misloadrunner stuck,Casting Process/Equipment,07:10 PM,07:20 PM
28-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Press/BSM Mech,20,tray disconnected from trim die,Casting Process/Equipment,07:30 PM,07:50 PM
28-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Press/BSM Mech,15,misload runner stuck in scrap chute,Casting Process/Equipment,08:25 PM,08:40 PM
28-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Unload Robot Mech,10,loose air hose,Casting Process/Equipment,09:25 AM,09:35 AM
28-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Press/BSM Mech,10,misload runner stuxk in scrap chute,Casting Process/Equipment,09:45 AM,09:55 AM
28-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Press/BSM Mech,10,tp fault part stuck,Casting Process/Equipment,10:30 AM,10:40 AM
28-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Press/BSM Mech,10,tp fault,Casting Process/Equipment,01:25 AM,01:35 AM
