Date,Plant,Shift,Machine Number,Part Description,Die Number,Machine Related Downtime Reason,Machine Related Downtime Minutes,Machine Related Downtime Notes,MRD DT Description,MRD Start Time,MRD Stop Time
15-Dec-22,AAC Plant 2,1,2250-10,984F Crankcase DC,1,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,02:50 PM,03:00 PM
15-Dec-22,AAC Plant 2,1,2250-10,984F Crankcase DC,1,Cooling Water (Mach),20,water flow fault,Casting Process/Equipment,02:20 PM,02:40 PM
15-Dec-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Press/BSM Mech,50,ls #2 on servo ng,Casting Process/Equipment,09:15 AM,10:05 AM
15-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,DC Mach Mech,35,e-stop alarm no e-stops,Casting Process/Equipment,06:00 AM,06:35 AM
15-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Unload Robot Mech,10,ulr fault small bisc,Casting Process/Equipment,09:30 AM,09:40 AM
15-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Vacuum (Mach),5,vac fault,Casting Process/Equipment,06:40 AM,06:45 AM
15-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Unload Robot Mech,10,ulr fault dropped part,Casting Process/Equipment,08:10 AM,08:20 AM
15-Dec-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Ladle-MRD,100,shut down ladle arm,Casting Process/Equipment,08:20 AM,10:00 AM
15-Dec-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Ladle-MRD,20,carry over maint opn ladle,Casting Process/Equipment,11:00 AM,11:20 AM
15-Dec-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Press/BSM Mech,10,ulr fault,Casting Process/Equipment,01:00 PM,01:10 PM
15-Dec-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,Power-cool,10,pwc fault,Casting Process/Equipment,05:30 AM,05:40 AM
15-Dec-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,DC Mach Mech,10,shot rod stop midcycle,Casting Process/Equipment,07:25 AM,07:35 AM
15-Dec-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,Press/BSM Mech,15,gate press chute jammed,Casting Process/Equipment,01:30 PM,01:45 PM
15-Dec-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,DC Mach Mech,45,shot rod stop midcycle,Casting Process/Equipment,07:35 AM,08:20 AM
15-Dec-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,DC Mach Mech,90,shot rod stop midcycle,Casting Process/Equipment,08:30 AM,10:00 AM
15-Dec-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,DC Mach Mech,10,shot rod stop midcycle,Casting Process/Equipment,05:40 AM,05:50 AM
15-Dec-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,25,ulr fault,Casting Process/Equipment,06:50 AM,07:15 AM
15-Dec-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Power-cool,10,pwc fault,Casting Process/Equipment,10:20 AM,10:30 AM
15-Dec-22,AAC Plant 2,1,2250-6,984F Crankcase DC,2,DC Mach Mech,30,conv belt jammed,Casting Process/Equipment,10:00 AM,10:30 AM
15-Dec-22,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Oil Leak,10,hyd leak on c2,Casting Process/Equipment,08:45 AM,08:55 AM
15-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Ladle-MRD,10,ladle fault safety door plug fell out,Casting Process/Equipment,12:35 PM,12:45 PM
15-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,DC Mach Mech,10,scrap hopper,Casting Process/Equipment,09:05 AM,09:15 AM
15-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,10,powder lube system fault,Casting Process/Equipment,05:41 AM,05:51 AM
15-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,15,core 4 not reading,Casting Process/Equipment,06:25 AM,06:40 AM
15-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,8,ext system fault,Casting Process/Equipment,06:47 AM,06:55 AM
15-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,36,p2 abnormal feeder cylinder,Casting Process/Equipment,11:33 AM,12:09 PM
15-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,8,p2 abnormal feeder cylinder,Casting Process/Equipment,12:25 PM,12:33 PM
15-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,13,cycle over,Casting Process/Equipment,05:19 AM,05:32 AM
15-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,20,cycle over,Casting Process/Equipment,08:30 AM,08:50 AM
15-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,10,cycle over reading home,Casting Process/Equipment,01:55 PM,02:05 PM
15-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,10,cycle over,Casting Process/Equipment,03:37 PM,03:47 PM
15-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,24,cycle over core 2 not closing,Casting Process/Equipment,04:06 PM,04:30 PM
15-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,Lathe,23,maint working on lathe,Casting Process/Equipment,02:09 PM,02:32 PM
15-Dec-22,AAC Plant 2,2,2250-10,984F Crankcase DC,1,Spray Robot Mech,55,spray robot fault ss count low,Casting Process/Equipment,08:30 PM,09:25 PM
15-Dec-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Cooling Water (Mach),10,water line popped off,Casting Process/Equipment,09:55 PM,10:05 PM
15-Dec-22,AAC Plant 2,2,2250-3,G298 TA HOUSING AWD DC,6,Vacuum (Mach),15,vac fault sensor break,Casting Process/Equipment,02:30 AM,02:45 AM
15-Dec-22,AAC Plant 2,2,2250-4,946F Crankcase DC,8,Unload Robot Mech,10,ulr,Casting Process/Equipment,10:30 PM,10:40 PM
15-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,Lathe,17,gate cutter,Casting Process/Equipment,06:34 PM,06:51 PM
15-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,36,powder lube fault,Casting Process/Equipment,08:42 PM,09:18 PM
15-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,Lathe,28,gate cutter,Casting Process/Equipment,07:26 PM,07:54 PM
15-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,15,powder lube fault,Casting Process/Equipment,08:05 PM,08:20 PM
15-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,18,powder fault,Casting Process/Equipment,05:11 PM,05:29 PM
15-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,Lathe,37,gate cutter,Casting Process/Equipment,05:43 PM,06:19 PM
15-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,6,bisc fall no detect,Casting Process/Equipment,12:51 AM,12:57 AM
15-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Unload Robot Elec,8,ulr fault f7 robot fault,Casting Process/Equipment,01:38 AM,01:46 AM
15-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Trim Press,14,tp fault,Casting Process/Equipment,02:29 AM,02:43 AM
15-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,10,dcm control panel,Casting Process/Equipment,03:30 AM,03:40 AM
15-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,13,cycle over,Casting Process/Equipment,07:47 PM,08:00 PM
15-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,3,cond mon fault,Casting Process/Equipment,03:51 AM,03:54 AM
15-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,7,cycle over,Casting Process/Equipment,07:36 PM,07:43 PM
15-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,8,bisc detect,Casting Process/Equipment,12:30 AM,12:38 AM
15-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,14,scrap conv fault,Casting Process/Equipment,08:35 PM,08:49 PM
15-Dec-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,13,bisc fall no detect,Casting Process/Equipment,10:40 PM,10:53 PM
16-Dec-22,AAC Plant 2,1,2250-10,984F Crankcase DC,1,Spray Robot Mech,20,s/r fault,Casting Process/Equipment,05:30 AM,05:50 AM
16-Dec-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,DC Mach Mech,10,ulr mispour small bisc,Casting Process/Equipment,08:15 AM,08:25 AM
16-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Cooling Water (Mach),10,water flow fault,Casting Process/Equipment,05:50 AM,06:00 AM
16-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Unload Robot Mech,10,part broke off biscuit ulr fault,Casting Process/Equipment,06:05 AM,06:15 AM
16-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Unload Robot Mech,10,ulr fault dropped part in cage,Casting Process/Equipment,07:10 AM,07:20 AM
16-Dec-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,10,ulr at etcher,Casting Process/Equipment,10:30 AM,10:40 AM
16-Dec-22,AAC Plant 2,1,2250-6,984F Crankcase DC,2,Unload Robot Mech,15,ulr at bsm,Casting Process/Equipment,05:20 AM,05:35 AM
16-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Pascal System,20,hyd leak on pascal clamp,Casting Process/Equipment,05:40 AM,06:00 AM
16-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,DC Mach Mech,50,die locked up while fixing leak,Casting Process/Equipment,06:00 AM,06:50 AM
16-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,DC Mach Mech,5,tonnage fault  hit 101t,Casting Process/Equipment,11:05 AM,11:10 AM
16-Dec-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Unload Robot Mech,10,ulr fault small bisc dropped part,Casting Process/Equipment,08:45 AM,08:55 AM
16-Dec-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Unload Robot Mech,10,ulr fault small bisc dropped part,Casting Process/Equipment,01:55 AM,02:05 AM
16-Dec-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Unload Robot Mech,15,ulr fault broke bisc,Casting Process/Equipment,08:45 PM,09:00 PM
16-Dec-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Vacuum (Mach),10,sensor vac fault,Casting Process/Equipment,07:30 PM,07:40 PM
16-Dec-22,AAC Plant 2,2,500-3,G903 Stator Wheel DC,7,DC Mach Mech,10,tonnage failure die locked up,Casting Process/Equipment,06:20 PM,06:30 PM
16-Dec-22,AAC Plant 2,2,500-3,G903 Stator Wheel DC,7,Spray Robot Elec,10,spray robot fault,Casting Process/Equipment,07:05 PM,07:15 PM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,10,ct over,Casting Process/Equipment,05:40 AM,05:50 AM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Unload Robot Mech,20,ext fault,Casting Process/Equipment,12:20 PM,12:40 PM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,10,grease fault 3,Casting Process/Equipment,11:40 AM,11:50 AM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,20,shot signal overf,Casting Process/Equipment,11:00 AM,11:20 AM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,35,shot signal time over,Casting Process/Equipment,10:15 AM,10:50 AM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,65,ct over,Casting Process/Equipment,06:00 AM,07:05 AM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,40,shot sifnal over,Casting Process/Equipment,08:50 AM,09:30 AM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Servo,5,miss load servo,Casting Process/Equipment,08:45 AM,08:50 AM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,08:30 AM,08:40 AM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,40,die not reading closedf,Casting Process/Equipment,07:20 AM,08:00 AM
19-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,30,shot signal over,Casting Process/Equipment,09:30 AM,10:00 AM
19-Dec-22,AAC Plant 2,1,2250-10,946F Crankcase DC,11,DC Mach Mech,25,hyd fitting alarm,Casting Process/Equipment,05:30 AM,05:55 AM
19-Dec-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Spray Robot Mech,10,spray fault fix spray out of spec,Casting Process/Equipment,05:55 AM,06:05 AM
19-Dec-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Spray Robot Mech,10,spray fault,Casting Process/Equipment,06:20 AM,06:30 AM
19-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Vacuum (Mach),45,vac fautl,Casting Process/Equipment,11:00 AM,11:45 AM
19-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Spray Robot Mech,20,spray fault,Casting Process/Equipment,11:45 AM,12:05 PM
19-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,12:05 PM,12:15 PM
19-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Vacuum (Mach),10,vac fault sensor break,Casting Process/Equipment,02:30 PM,02:40 PM
19-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Spray Robot Mech,50,ng spray on ss,Casting Process/Equipment,08:25 AM,09:15 AM
19-Dec-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,DC Mach Mech,10,running prep,Casting Process/Equipment,05:30 AM,05:40 AM
19-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,DC Mach Mech,25,lower safety fence not reading closed,Casting Process/Equipment,05:30 AM,05:55 AM
19-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,DC Mach Mech,15,scrap chute,Casting Process/Equipment,06:20 AM,06:35 AM
19-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,DC Mach Mech,60,scrap chute backed up,Casting Process/Equipment,07:00 AM,08:00 AM
19-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,Shotblast,55,shot blast table not reading fwd,Casting Process/Equipment,09:00 AM,09:55 AM
19-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,Ladle-MRD,5,broke bisc,Casting Process/Equipment,10:00 AM,10:05 AM
19-Dec-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,4,Pascal System,10,die clamp fault,Casting Process/Equipment,03:45 PM,03:55 PM
19-Dec-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,4,Spray Robot Mech,30,spray fault,Casting Process/Equipment,05:30 AM,06:00 AM
19-Dec-22,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Unload Robot Mech,10,ulr fault bisc hung on tp,Casting Process/Equipment,10:05 AM,10:15 AM
19-Dec-22,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Spray Robot Mech,20,spray fault ms spray ng,Casting Process/Equipment,05:30 AM,05:50 AM
19-Dec-22,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,DC Mach Mech,15,machine lube fault,Casting Process/Equipment,06:40 AM,06:55 AM
19-Dec-22,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,DC Mach Mech,15,acc not charging acc 2 low,Casting Process/Equipment,06:20 AM,06:35 AM
19-Dec-22,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,DC Mach Hyd,10,low hyd fluid cycle stop,Casting Process/Equipment,06:00 AM,06:10 AM
19-Dec-22,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Laser Etch-MRD,10,shut down pokyote sensor not reading,Casting Process/Equipment,07:15 AM,07:25 AM
19-Dec-22,AAC Plant 2,1,2250-4,946F Crankcase DC,8,DC Mach Mech,10,machine lube fault,Casting Process/Equipment,06:00 AM,06:10 AM
19-Dec-22,AAC Plant 2,1,2250-4,946F Crankcase DC,8,DC Mach Mech,15,shut down conveyor belt not working,Casting Process/Equipment,06:30 AM,06:45 AM
19-Dec-22,AAC Plant 2,1,2250-4,946F Crankcase DC,8,DC Mach Mech,45,metal pressure,Casting Process/Equipment,08:45 AM,09:30 AM
19-Dec-22,AAC Plant 2,1,2250-4,946F Crankcase DC,8,Spray Robot Mech,30,spray fault ms sprat,Casting Process/Equipment,05:30 AM,06:00 AM
19-Dec-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Ladle-MRD,5,"ladle stop, metal detect wire cut",Casting Process/Equipment,11:45 AM,11:50 AM
19-Dec-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Spray Robot Mech,30,spray robot fault,Casting Process/Equipment,05:30 AM,06:00 AM
19-Dec-22,AAC Plant 2,1,2250-6,984F Crankcase DC,2,DC Mach Mech,30,acc 1 pressure ng low nitro,Casting Process/Equipment,05:30 AM,06:00 AM
19-Dec-22,AAC Plant 2,1,2250-6,984F Crankcase DC,2,Spray Robot Mech,30,spray fault,Casting Process/Equipment,06:00 AM,06:30 AM
19-Dec-22,AAC Plant 2,1,2250-7,881 Oil Pan DC,9,Press/BSM Mech,10,bsm belt,Casting Process/Equipment,08:30 AM,08:40 AM
19-Dec-22,AAC Plant 2,1,2250-7,881 Oil Pan DC,9,Ladle-MRD,40,ladle invertor fault,Casting Process/Equipment,06:20 AM,07:00 AM
19-Dec-22,AAC Plant 2,1,2250-7,881 Oil Pan DC,9,Ladle-MRD,15,ladle invertor fault,Casting Process/Equipment,06:05 AM,06:20 AM
19-Dec-22,AAC Plant 2,1,2250-7,881 Oil Pan DC,9,Ladle-MRD,15,ladle invertor fault,Casting Process/Equipment,05:45 AM,06:00 AM
19-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,15,spray fault ms too high,Casting Process/Equipment,12:00 PM,12:15 PM
19-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Press/BSM Mech,85,ulr fault cooling stand clamp not clamoing,Casting Process/Equipment,03:05 PM,04:30 PM
19-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,10,s/r fault ss too high,Casting Process/Equipment,09:10 AM,09:20 AM
19-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,10,s/r fault m/s fault m/s high,Casting Process/Equipment,02:45 PM,02:55 PM
19-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,10,spray fault ss too high,Casting Process/Equipment,11:35 AM,11:45 AM
19-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,DC Mach Mech,10,shot monitor fault,Casting Process/Equipment,09:30 AM,09:40 AM
19-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,DC Mach Mech,60,tie bar fault,Casting Process/Equipment,06:00 AM,07:00 AM
19-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Ladle-MRD,10,ladle guard door plug fell out,Casting Process/Equipment,10:25 AM,10:35 AM
19-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,7,conveyor feed,Casting Process/Equipment,06:44 AM,06:51 AM
19-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,8,no powder to stationary,Casting Process/Equipment,07:11 AM,07:19 AM
19-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,20,powder lube leak on p2,Casting Process/Equipment,11:50 AM,12:10 PM
19-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,14,outlet tp fed out,Casting Process/Equipment,06:20 AM,06:34 AM
19-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,6,bisc fall no detect stuck on cutter,Casting Process/Equipment,08:27 AM,08:33 AM
19-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,Laser Etch-MRD,21,laser etch fault,Casting Process/Equipment,08:05 AM,08:26 AM
19-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,10,shot monitor fault,Casting Process/Equipment,07:46 AM,07:56 AM
19-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,Lathe,19,cycle over lathe,Casting Process/Equipment,07:20 AM,07:39 AM
19-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,Lathe,6,cycle over lathe,Casting Process/Equipment,07:09 AM,07:15 AM
19-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,4,bisc fall no detect,Casting Process/Equipment,08:33 AM,08:37 AM
19-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,16,tonnage fault too high,Casting Process/Equipment,12:25 PM,12:41 PM
19-Dec-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,10,cycle t/o die not read close,Casting Process/Equipment,08:00 PM,08:10 PM
19-Dec-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,10,cycle t/o,Casting Process/Equipment,09:40 PM,09:50 PM
19-Dec-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,10,grease lube fault,Casting Process/Equipment,11:35 PM,11:45 PM
19-Dec-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,10,ng part detect,Casting Process/Equipment,12:00 AM,12:10 AM
19-Dec-22,AAC Plant 2,2,2250-1,946F Crankcase DC,10,DC Mach Mech,35,die clamp detection ls fault,Casting Process/Equipment,08:10 AM,08:45 AM
19-Dec-22,AAC Plant 2,2,2250-1,946F Crankcase DC,10,DC Mach Mech,70,stuck part ms c1 c2 c3 c4,Casting Process/Equipment,06:35 PM,07:45 PM
19-Dec-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Spray Robot Mech,30,spray robot fault,Casting Process/Equipment,05:15 PM,05:45 PM
19-Dec-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Spray Robot Mech,30,spray robot fault ss,Casting Process/Equipment,05:50 PM,06:20 PM
19-Dec-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Laser Etch-MRD,10,laser qr code ng,Casting Process/Equipment,10:50 PM,11:00 PM
19-Dec-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,8,Deburr 1,35,deburr 1 fault clamp 2 not unclamp,Casting Process/Equipment,11:05 PM,11:40 PM
19-Dec-22,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,10,Shotblast,25,s/b fault bar blocking light sensor,Casting Process/Equipment,05:25 PM,05:50 PM
19-Dec-22,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,10,DC Mach Mech,15,acc t/o,Casting Process/Equipment,12:30 AM,12:45 AM
19-Dec-22,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,10,Unload Robot Mech,25,ulr fault broke bisc,Casting Process/Equipment,11:30 PM,11:55 PM
19-Dec-22,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,10,Unload Robot Mech,10,ulr fault broke bisc,Casting Process/Equipment,10:20 PM,10:30 PM
19-Dec-22,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,10,Unload Robot Mech,15,ulr fault broke bisc,Casting Process/Equipment,09:50 AM,10:05 AM
19-Dec-22,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,10,Deburr Robot 1 Elec,30,deburr 1 fault jig discrimination,Casting Process/Equipment,08:20 PM,08:50 PM
19-Dec-22,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,10,Unload Robot Mech,10,ulr fault misload at servo,Casting Process/Equipment,06:00 PM,06:10 PM
19-Dec-22,AAC Plant 2,2,2250-2,908K TAH AWD DC,1,Vacuum (Mach),10,sensor break on vac,Casting Process/Equipment,09:30 PM,09:40 PM
19-Dec-22,AAC Plant 2,2,2250-2,908K TAH AWD DC,2,Power-cool,75,pwr cool fault broke pin c2 finish die change,Casting Process/Equipment,08:10 PM,09:25 PM
19-Dec-22,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Unload Robot Mech,10,ulr fault robot jammed,Casting Process/Equipment,05:30 AM,05:40 AM
19-Dec-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Spray Robot Mech,10,spray fault,Casting Process/Equipment,09:05 AM,09:15 PM
19-Dec-22,AAC Plant 2,2,2250-7,881 Oil Pan DC,9,Vacuum (Mach),25,vac wont set,Casting Process/Equipment,12:10 AM,12:35 AM
19-Dec-22,AAC Plant 2,2,2250-7,881 Oil Pan DC,9,Furnace,10,melt cleaning furnace,Casting Process/Equipment,12:00 AM,12:10 AM
19-Dec-22,AAC Plant 2,2,2250-7,881 Oil Pan DC,9,Press/BSM Mech,10,shut down bsm belt jammed up,Casting Process/Equipment,06:15 PM,06:25 PM
19-Dec-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,10,spray robot fault,Casting Process/Equipment,09:05 PM,09:15 PM
19-Dec-22,AAC Plant 2,2,500-3,G903 Stator Wheel DC,7,DC Mach Mech,6,spray fault,Casting Process/Equipment,09:00 PM,09:06 PM
19-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,30,powder fault p2 not reading return,Casting Process/Equipment,04:00 AM,04:30 AM
19-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,10,cycle over powder fault,Casting Process/Equipment,05:24 PM,05:34 PM
19-Dec-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,Lathe,5,gate cutter fault m28 seating error,Casting Process/Equipment,10:55 PM,11:00 PM
