Location,Symbol Text,Description,Part Number,Quantity,Manufacturer,Notes,Number,Drawing Number,Equipment,Order Number
 CONTROL PANEL,CR762,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR770,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR771,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR772,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR773,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR774,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR775,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SOCKET,TP514X2,9,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,FINGER PROTECTOR,FX14X2,9,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77B,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77B,SOCKET,TP514X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77B,FINGER PROTECTOR,FX14X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77C,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77C,SOCKET,TP514X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77C,FINGER PROTECTOR,FX14X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77D,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77D,SOCKET,TP514X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77D,FINGER PROTECTOR,FX14X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77E,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77E,SOCKET,TP514X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77E,FINGER PROTECTOR,FX14X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77F,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77F,SOCKET,TP514X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR77F,FINGER PROTECTOR,FX14X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87C,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87C,SOCKET,TP514X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87C,FINGER PROTECTOR,FX14X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87D,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87D,SOCKET,TP514X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87D,FINGER PROTECTOR,FX14X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87E,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87E,SOCKET,TP514X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87E,FINGER PROTECTOR,FX14X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87F,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87F,SOCKET,TP514X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR87F,FINGER PROTECTOR,FX14X2,1,FUJI,RU,213,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR763,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR763,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR763,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR764,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR764,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR764,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR765,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR765,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR765,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR766,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR766,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR766,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR767,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR767,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR767,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR768,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR768,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR768,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR769,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR769,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR769,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76A,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76A,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76A,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76B,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76B,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76B,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76C,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76C,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76C,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76D,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76D,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76D,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76E,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76E,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76E,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76F,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76F,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR76F,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR778,AUX. CONTROL RELAY,HH54PU-FLDE COIL:DC24V,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR778,SOCKET,TP514X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR778,FINGER PROTECTOR,FX14X2,1,FUJI,RU,214,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR94C,AUX. CONTROL RELAY,HH52PU-CRLAH COIL:AC110V-120V,1,FUJI,RU,216,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR94C,SOCKET,TP58X2,1,FUJI,RU,216,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR94C,FINGER PROTECTOR,FX14X2,1,FUJI,RU,216,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR1030,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,217,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR1030,SOCKET,TP514X2,1,FUJI,RU,217,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR1030,FINGER PROTECTOR,FX14X2,1,FUJI,RU,217,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR1031,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,217,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR1031,SOCKET,TP514X2,1,FUJI,RU,217,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR1031,FINGER PROTECTOR,FX14X2,1,FUJI,RU,217,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU170,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU180,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SUR190,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU200,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU210,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU220,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU230,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU240,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU250,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU260,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,219,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU270,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,220,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU271,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,220,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU280,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,220,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU281,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,220,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU290,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,220,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SRU310,SAFETY RELAY UNIT,G9SA-501 DC24V,1,OMRON,UL,220,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR180,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,221,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR180,SOCKET,P7SA-14F-ND,1,OMRON,UL,221,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR181,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,221,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR181,SOCKET,P7SA-14F-ND,1,OMRON,UL,221,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR182,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,221,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR182,SOCKET,P7SA-14F-ND,1,OMRON,UL,221,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR182A,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,221,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR182A,SOCKET,P7SA-14F-ND,1,OMRON,UL,221,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR190,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR190,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR191,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR191,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR200,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR200,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR201,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR201,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR210,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR210,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR211,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR211,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR220,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR220,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR221,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR221,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR230,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR230,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR231,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR231,SOCKET,P7SA-14F-ND,1,OMRON,UL,222,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR240,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,223,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR240,SOCKET,P7SA-14F-ND,1,OMRON,UL,223,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR241,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,223,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR241,SOCKET,P7SA-14F-ND,1,OMRON,UL,223,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR250,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,223,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR250,SOCKET,P7SA-14F-ND,1,OMRON,UL,223,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR251,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,223,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR251,SOCKET,P7SA-14F-ND,1,OMRON,UL,223,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR270,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR270,SOCKET,P7SA-14F-ND,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR271,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR271,SOCKET,P7SA-14F-ND,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR272,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR272,SOCKET,P7SA-14F-ND,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR273,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR273,SOCKET,P7SA-14F-ND,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR274,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR274,SOCKET,P7SA-14F-ND,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR275,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR275,SOCKET,P7SA-14F-ND,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR276,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR276,SOCKET,P7SA-14F-ND,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR277,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR277,SOCKET,P7SA-14F-ND,1,OMRON,UL,224,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR280,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR280,SOCKET,P7SA-14F-ND,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR281,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR281,SOCKET,P7SA-14F-ND,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR282,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR282,SOCKET,P7SA-14F-ND,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR283,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR283,SOCKET,P7SA-14F-ND,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR284,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR284,SOCKET,P7SA-14F-ND,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR285,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR285,SOCKET,P7SA-14F-ND,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR286,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR286,SOCKET,P7SA-14F-ND,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR287,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR287,SOCKET,P7SA-14F-ND,1,OMRON,UL,225,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR290,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,226,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR290,SOCKET,P7SA-14F-ND,1,OMRON,UL,226,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR291,SAFETY RELAY,G7SA-4A2B DC24V,1,OMRON,UL,226,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
