Loc.,Item #,Manuf. ,Part #,Description,Qty.,1ST CHECK,2ND CHECK,NOTES,WORK ORDER,Cost,Total Value,Cost New,,
1R-K05D,S007532,CKD,COV2N-FA-75B-50  3-R03-H-TB1,CYLINDER,1,,,,,"1,250.00","$1,250.00",,,
1R-K05E,,SMC,CDG1BN100-50-B53,CYLINDER,1,,,,,"1,100.00","$1,100.00",?,,
1R-K05F,S001382,SMC,CDA2B80400A54,CYLINDER,3,,,,,1.00,$3.00,?,,
1R-K06A,S007451,SMC,CDBA2F63-525-HL-A44,CYLINDER,2,,,,,630.00,"$1,260.00",$362.00,,
1R-K06B,S001349,TAIYO,140H71FY50BB480AB,CYLINDER,4,,,,,1.00,$4.00,$343.00,,
1R-K06C,S008783,SMC,NCA1U4000600XTST,CYLINDER,4,,,,,300.00,"$1,200.00",$726.00,,
1R-K06D,S001381,SMC,CA1T63-350  2250 TON,CYLINDER,1,,,,,1.00,$1.00,$160.00,,
1R-K06E,,TAIYO,140H-1FY40BB400-AC,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K06F,S008553,TAIYO,70H-82FA40CN500B0,CYLINDER,1,,,,,1.00,$1.00,$656.00,,
1R-K06G,S008421,TAIYO,NBH340,CYLINDER,1,,,,,250.00,$250.00,$417.00,,
1R-K07A,S001388,SMC,CDA1F50-875-A44,CYLINDER,1,,,,,275.00,$275.00,$346.00,,
1R-K07B,,SMC,CDA2F50-900,CYLINDER,1,,,,,425.00,$425.00,,,
1R-K07C,,SMC,CDA1DQ40-750B-A53,CYLINDER,0,,,,,630.00,$0.00,,,
1R-K07D,,HORUCHI,K435841,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K07E,,SMC,CHDFFA80C-200-J59WL,CYLINDER,1,,,,,750.00,$750.00,,,
1R-K07F,,SMC,CHDFWFA100B-175-A533,CYLINDER,2,,,,,625.00,"$1,250.00",,,
1R-K07G,S001398,SMC,CDBA2F100-550-HL-A44-XC7,CYLINDER,2,,,,,685.00,"$1,370.00",,,
1R-K07H,?,SMC,41212,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K08A,S007687,TAIYO,800 TON EJECTOR CYLINDER,CYLINDER,0,,,,,"2,947.00",$0.00,"$5,052.50",,
1R-K08B,,TAIYO,TRIM PRESS CYLINDER,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K08C,S007549,?,500 TON EJECTOR CYLINDER,CYLINDER,2,,,,,1.00,$2.00,,,
1R-K09A,,SMC,MY1B25G-1200L-M9BWL,AIR CYLINDER,1,,,,,1.00,$1.00,,,
1R-K09B,,SMC,MY1B50-1400-Y7BWZ,AIR CYLINDER,1,,,,,1.00,$1.00,$953.00,,
1R-K09C,S008968,SMC,MY1B50-1230-Y7BWZ,CYLINDER,1,,,,,1.00,$1.00,$900.00,,
1R-K09D,?,SMC,154947,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K09E,?,?,171688,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K09F,?,?,?,CYLINDER,2,,,,,1.00,$2.00,,,
1R-K09G,?,?,?,CYLINDER,3,,,,,1.00,$3.00,,,
1R-K09H,,SMC,CA163-E4H03-125,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K09I,,ATLAS,ATLAS CYLINDER,CYLINDER,0,,,,,1.00,$1.00 ,,,
1R-K10A,S001562,SMC,CHD2FWFA80C-250-DCK5533K,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K10B,?,PARKER,?,CLYINDER,1,,,,,1.00,$1.00,,,
1R-K10C,S015831,SHEFFER,04MH-FHF-0017,CLYINDER,2,,,,,1.00,$2.00,,,
1R-K10D,?,MINDMAN,768772,CYLINDER,0,,,,,1.00,$0.00,,,
1R-K10E,S001571,SMC,CHDHFY80C-400-J59WL3,CYLINDER,2,,,,,400.00,$800.00,$687.00,,
1R-K10F,S013846,SMC,RHCG80-215,CLYINDER,1,,,,,1.00,$1.00,$974.00,,
1R-K10G,?,?,156263,CLYINDER,1,,,,,1.00,$1.00,,,
1R-K10H,?,?,157871-2,CYLINDER,2,,,,,1.00,$2.00,$687.15,,
1R-K10I,?,?,78008505,CYLINDER,1,,,,,1.00,$1.00,$687.15,,
1R-K10J,?,SMC,CA1D80-400,CYLINDER,0,,,,,"1,425.00",$0.00,,,
1R-K11A,S011084,IAI,RCS2-SS8C-1-100-10-200-T2-N,ROBO CYLINDER,1,,,,,1.00,$1.00,"$3,048.00",,
1R-K11B,S016378,TOYOOKI,HCI-63X300-FA,CYLINDER,1,,,,,425.00,$425.00,$727.00,,
1R-K11C,?,SMC,CG1LA40-810,CYLINDER,1,,,,,425.00,$425.00,,,
1R-K11D,?,PARKER,02.00 BB2HLTS14A,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K11E,?,SMC,CDM2B40-250,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K11F,S000531,SMC,VBA40A-04GN,BOOSTER REGULATOR,1,,,,,1.00,$1.00,$550.00,,
1R-K11G,S001361,PARKER,140H-8-1FY80BB310-AD,Small cylindler,8,,,,,"1,200.00","$9,600.00",$0.00,,
1R-K11J,S011085,SMC,MY2HT25G-200H,CYLINDER,1,,,,,1.00,$1.00,$909.00,,
1R-K12B,,,TRIM PRESS CYLINDER,CYLINDER,1,,,,,"1,325.00","$1,325.00","$5,593.75",,
1R-L02A,S001364,PARKER ,1FA63BB60-AB,CYLINDER,7,,,,,450.00,"$3,150.00",$688.00,,
1R-L03A,S012218,SMC,CA2D80-350,CYLINDER,2,,,,,1.00,$2.00,$211.00,,
1R-L03B,S012277,SMC,CA2G80-320Z,CYLINDER,3,,,,,1.00,$3.00,$199.00,,
1R-L03C,?,TRD,81897,CYLINDER,1,,,,,1.00,$1.00,,,
1R-L03D,S006776,IRONMAN,GRC-DMQ-832-400-R6-56,MOTOR,1,,,,,1.00,$1.00,?,,
1R-L05A,,,TIE BAR PULL CYLINDER,CYLINDER,0,,,,,1.00,$0.00,,,
1R-L06A,,ROBODRILL,"24,000 RPM",SPINDLE,1,,,,,1.00,$1.00,,,
1R-L06B,,ROBODRILL,"20,000 RPM",SPINDLE,1,,,,,1.00,$1.00,,,
1R-L06C,S011581,ROBODRILL,"10,000 RPM",SPINDLE,4,,,,,"2,500.00","$10,000.00","$2,615.63",,
1R-L07A,,TOYOSK,TVT30IS,SPINDLE,1,,,,,1.00,$1.00,,,
1R-L07B,,,SPINDLE,,2,,,,,1.00,$2.00,,,
CAB1-A-01,S002777,FUJITSU,N860-1603-T051,KEYBOARD,1,,,,,855.00,$855.00,,,
CAB1-A-02,,HORNER,HE693ADC415C,,1,,,,,350.00,$350.00,,,
CAB1-A-03,S005496,OMRON,C200H-MD215,INPUT CARD,2,,,,,1.00,$2.00,$332.00,,
CAB1-A-04,S009547,OMRON,YM9094304,CONTROLLER,1,,,,,300.00,$300.00,,,
CAB1-A-05,S003247,FANUC,A02B-0236-C120#MBR,MDI UNIT SMALL ,7,,,,,265.00,"$1,855.00",$276.00,,
CAB1-A-06,,FANUC,A16B-1300-0270,PC BOARD,1,,,,,1.00,$1.00,,,
CAB1-B-01,S002718,FANUC,A03B-0807-C011,INTERFACE MODULE,2,,,,,"1,045.00","$2,090.00",$504.00,,
CAB1-B-02,S002678,FANUC,A03B-0807-C109,INPUT MODULE,1,,,,,125.00,$125.00,$342.00,,
CAB1-B-03,S004626,CONTEC,IBX-2727,INTERFACE  ,1,,,,,280.00,$280.00,$395.00,,
CAB1-B-04,S000907,CONTEC,ADI12-16,,1,,,,127551,350.00,$350.00,$595.57,,
CAB1-B-04,S000907,CONTEC,ADI12-16 (PC),,1,,,,126496,250.00,$250.00,$595.57,,
CAB1-B-04,S000907,CONTEC,ADI12-16(PC),,1,,,,,300.00,$300.00,$595.57,,
CAB1-B-05,S002680,OMRON,C200H-IA122,INPUT CARD,1,,,,,360.00,$360.00,,,
CAB1-B-06,,OMRON,C200H-OC225,OUTPUT CARD,4,,,,,185.00,$740.00,,,
CAB1-C-01,,FANUC,PCI-2727,INTERFACE,1,,,,,1.00,$1.00,,,
CAB1-C-02,,SMC,JXC918-LEFS32A-700,POWER SUPPLY,1,,,,,1.00,$1.00,,,
CAB1-C-03,,GE ,IC693MDL940H,OUTPUT MODULE ,1,,,,,100.00,$100.00,,,
CAB1-C-04,,MITSUBISHI,QY 4 1P,OUTPUT UNIT,1,,,,,135.00,$135.00,,,
CAB1-C-05,S000909,CONTEC,DA12-4,SDDV BOARD,0,,,,,392.00,$0.00,$689.16,,
CAB1-C-06,,OMRON,C200H-OD211,OUTPUT CARD,2,,,,,280.00,$560.00,,,
CAB1-D-01,S006882,OMRON,CPM1A-30CDRA,CPU,0,,,,,"4,235.00",$0.00,,,
CAB1-D-02,,CONTEC,GE91800335,PC BOARD,1,,,,,1.00,$1.00,,,
CAB1-D-03,?,FANUC ,A20B-2200-0650,PC BOARD,1,,,,,1.00,$1.00,,,
CAB1-D-04,,FUKUDA,MI-170-02D2-N,LEAK TESTER,1,,,,,1.00,$1.00,,,
CAB1-D-05,,FANUC,A20B-3300-0120,CARD,1,,,,,1.00,$1.00,,,
CAB1-D-06,S003709,,A20B-3300-0085,PC BOARD,2,,,,,"1,100.00","$2,200.00","$3,022.00",,
CAB1-E-01,,KEYENCE,SR-1000,CODE READER,2,,,,,1.00,$2.00,,,
CAB1-E-02,,FANUC,A20B-3300-0392,PC BOARD,1,,,,,1.00,$1.00,,,
CAB1-E-03,,,PCA-6751 REV.B202-1,INPUT CARD,2,,,,,1.00,$2.00,,,
CAB1-E-04,,OMRON,C200H-IP007,INTERFACE,1,,,,,150.00,$150.00,$719.20,,
CAB1-E-05,S003629,OMRON,C200H-DA003,,1,,,,,250.00,$250.00,,,
CAB1-E-06,S007637,OMRON,CSG1-CPU42-EV1,CPU,2,,,,,460.00,$920.00,,,
CAB1-F-01,?,FANUC,A20B-3300-0313,PC BOARD,1,,,,,1.00,$1.00,,,
CAB1-F-02,?,FANUC,A20B-2902-0275,PC BOARD,1,,,,,1.00,$1.00,,,
CAB1-F-03,?,,RT100,DISPLAY,1,,,,,1.00,$1.00,,,
CAB1-F-04,?,FANUC,A17B-3300-0201/03B,CIRCUIT BOARD,1,,,,,455.00,$455.00,"$3,917.00",,
CAB1-F-05,,NITTO SEIKO,FM502H,SCREW FEEDER PCB,1,,,,,250.00,$250.00,,,
CAB1-F-06,S002108,FANUC,A20B-2902-0480,DAUGHTERBOARD,2,,,,,1.00,$2.00,,,
