Date,Plant,Shift,Machine Number,Part Description,Die Number,Indirect Downtime Reason,Indirect Downtime Minutes,Indirect Downtime Notes,ID DT Description,ID Start Time,ID Stop Time
12-Jan-23,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,0,scheduled die change,Die Related,05:15 PM,06:10 PM
13-Jan-23,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,5,Die Change,0,scheduled die change,Die Related,10:30 AM,11:30 AM
13-Jan-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Condition Check Die,10,condition check qc req,Die Related,07:45 AM,07:55 AM
13-Jan-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Condition Check Machine,10,dropped part small bisc build up on shot sleeve,Casting Process/Equipment,12:10 PM,12:20 PM
13-Jan-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Condition Check Die,15,condition check,Die Related,06:45 AM,07:00 AM
13-Jan-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Die Change,0,scheduled die change,Die Related,09:30 AM,10:30 AM
13-Jan-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Clean Up,30,cleaning water,Casting Process/Equipment,11:00 AM,11:30 AM
13-Jan-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Condition Check Die,25,cond check floor height,Die Related,03:11 PM,03:36 PM
13-Jan-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,11,Metal Delivery,31,cycle over low on metal,Casting Process/Equipment,06:27 AM,06:58 AM
13-Jan-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Die Change,0,scheduled die change,Die Related,07:40 PM,09:00 PM
13-Jan-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Die Change,0,scheduled die change,Die Related,05:15 PM,07:15 PM
13-Jan-23,AAC Plant 2,2,800-1,908K Center Support DC,3,Condition Check Machine,48,condition check die no good floor height,Casting Process/Equipment,06:44 PM,07:32 PM
13-Jan-23,AAC Plant 2,2,800-1,908K Center Support DC,3,Condition Check Machine,26,condition check ng floor height,Casting Process/Equipment,12:06 AM,12:32 AM
13-Jan-23,AAC Plant 2,2,800-1,908K Center Support DC,3,Condition Check Machine,92,cond check ng floor height,Casting Process/Equipment,08:30 PM,10:02 PM
16-Jan-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,14,Die Change,30,stuck part flashed out c1,Die Related,04:00 PM,04:30 PM
16-Jan-23,AAC Plant 2,1,2250-2,908K TAH FWD DC,2,Condition Check Die,15,cond check,Die Related,07:10 AM,07:25 AM
16-Jan-23,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,2,Die Change,0,scheduled die change,Die Related,11:30 AM,12:20 PM
16-Jan-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,4,Condition Check Die,20,condition check lamination on parts,Die Related,09:40 AM,10:00 AM
16-Jan-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Condition Check Die,38,low floor height,Die Related,03:52 PM,04:30 PM
16-Jan-23,AAC Plant 2,2,800-1,908K Center Support DC,3,Condition Check Die,25,condition check not getting powder,Die Related,01:46 AM,02:11 AM
17-Jan-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,2,Condition Check Die,10,condition check,Die Related,07:50 AM,08:00 AM
17-Jan-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,01:00 PM,02:30 PM
17-Jan-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Change,0,die change duting 4s+d,Die Related,10:35 AM,11:35 AM
17-Jan-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Die Change,40,set stationary training operator,Die Related,03:40 PM,04:30 PM
17-Jan-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Metal Delivery,30,"shaker down, jammed",Casting Process/Equipment,11:50 PM,12:20 AM
17-Jan-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Metal Delivery,35,shaker jammed,Casting Process/Equipment,11:55 PM,12:30 AM
17-Jan-23,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,2,Metal Delivery,10,metal too low,Casting Process/Equipment,02:10 AM,02:20 AM
17-Jan-23,AAC Plant 2,2,2250-7,A467 Transmission Housing DC,4,Condition Check Die,30,condition check,Die Related,01:15 AM,01:45 AM
17-Jan-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Change,0,scheduled die change,Die Related,05:15 PM,09:05 PM
17-Jan-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Metal Delivery,35,hot charge out of metal stuck part,Casting Process/Equipment,11:35 PM,12:10 AM
17-Jan-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Metal Delivery,10,hot charge out of metal stuck part,Casting Process/Equipment,02:15 AM,02:25 AM
17-Jan-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Metal Delivery,50,hot charge out of metal stuck part,Casting Process/Equipment,02:40 AM,03:30 AM
17-Jan-23,AAC Plant 2,2,800-1,908K Center Support DC,1,Clean Up,54,stop call wait,Casting Process/Equipment,10:36 PM,11:30 PM
17-Jan-23,AAC Plant 2,2,800-1,908K Center Support DC,3,Condition Check Machine,22,condition check,Casting Process/Equipment,07:46 PM,08:08 PM
18-Jan-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Condition Check Die,10,cond check,Die Related,03:40 PM,03:50 PM
18-Jan-23,AAC Plant 2,2,2250-7,A467 Transmission Housing DC,4,Die Change,0,scheduled die change,Die Related,02:30 AM,04:45 AM
18-Jan-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Die Change,150,carry over die change,Die Related,12:00 AM,02:30 AM
18-Jan-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Die Change,0,sched die change,Die Related,05:15 AM,08:30 AM
18-Jan-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,11,Clean Up,27,cycle ov er,Casting Process/Equipment,02:03 AM,02:30 AM
19-Jan-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Condition Check Die,10,PE check water flow ss,Die Related,11:05 AM,11:15 AM
19-Jan-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,8,Die Change,195,carry over die change,Die Related,05:15 AM,08:30 AM
19-Jan-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,8,Die Change,-195,,,,
19-Jan-23,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,03:00 AM,04:45 AM
19-Jan-23,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,0,scheduled die change,Die Related,05:15 PM,06:45 PM
19-Jan-23,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Metal Delivery,75,hot charge stuck part,Casting Process/Equipment,08:45 PM,10:00 PM
20-Jan-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,6,Condition Check Die,10,condition check qe request,Die Related,09:00 AM,09:10 AM
20-Jan-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Date Stamp-ID,15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
20-Jan-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,Condition Check Die,30,condition check clean die face,Die Related,09:00 AM,09:30 AM
20-Jan-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Die Change,60,die change,Die Related,05:45 AM,06:45 AM
20-Jan-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Condition Check Die,35,condition check cold shot on part,Die Related,10:25 PM,11:00 PM
20-Jan-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Condition Check Die,15,condition check cold shot on parts,Die Related,01:45 AM,02:00 AM
20-Jan-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Change,0,scheduled die change,Die Related,05:15 PM,07:15 PM
21-Jan-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Die Change,80,die change pulling 13 set  14,Die Related,05:40 AM,07:00 AM
21-Jan-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,11,Die Change,65,die change,Die Related,10:00 PM,11:05 PM
23-Jan-23,AAC Plant 2,1,2250-10,946F Crankcase DC,10,Die Change,0,scheduled die change,Die Related,03:10 PM,04:30 PM
23-Jan-23,AAC Plant 2,1,2250-10,946F Crankcase DC,10,Metal Delivery,20,metal temp low,Casting Process/Equipment,01:50 PM,02:10 PM
23-Jan-23,AAC Plant 2,1,2250-3,908K TAH AWD DC,3,Other (Indirect),0,scheduled die change,Die Related,01:00 PM,05:00 PM
23-Jan-23,AAC Plant 2,1,2250-6,984F Crankcase DC,3,Die Change,40,die change broke pin,Die Related,10:00 AM,10:40 AM
23-Jan-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,11,Clean Up,15,running prep,Casting Process/Equipment,05:15 AM,05:30 AM
23-Jan-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,11,Die Change,0,scheduled die change,Die Related,12:40 AM,01:45 AM
23-Jan-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Condition Check Die,20,condition check cold shut c1,Die Related,08:10 PM,08:30 PM
23-Jan-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Die Change,30,die change,Die Related,09:30 PM,10:00 PM
23-Jan-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Condition Check Die,35,cond check,Die Related,12:05 AM,12:40 AM
23-Jan-23,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,9,Die Change,50,die change ng flash,Die Related,08:25 PM,09:15 PM
23-Jan-23,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,6,Condition Check Die,15,condition check oil on part,Die Related,06:35 PM,06:50 PM
24-Jan-23,AAC Plant 2,1,2250-1,946F Crankcase DC,9,Die Change,60,carry over finish setting 9,Die Related,05:15 AM,06:15 AM
24-Jan-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,13,Die Change,250,waiting on die,Die Related,05:00 AM,09:10 AM
24-Jan-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,13,Die Change,-250,,,,
24-Jan-23,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,4,Condition Check Die,10,condition check per qe,Die Related,08:05 AM,08:15 AM
24-Jan-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,05:15 AM,06:45 AM
24-Jan-23,AAC Plant 2,2,2250-10,984F Crankcase DC,4,Clean Up,10,over 4s+d,Casting Process/Equipment,08:00 PM,08:10 PM
24-Jan-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,11,Condition Check Die,65,stop call wait,Die Related,09:30 PM,10:35 PM
24-Jan-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,11,Condition Check Die,25,cond check,Die Related,09:05 PM,09:30 PM
24-Jan-23,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,03:00 AM,04:45 AM
24-Jan-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,7,Condition Check Die,15,condition check b cavity distressed,Die Related,08:30 PM,08:45 PM
24-Jan-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,11,Clean Up,14,bisc fault dcm belted,Casting Process/Equipment,12:33 AM,12:47 AM
25-Jan-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,11,Ladle-ID,10,ulr dropped part in cage,Casting Process/Equipment,08:15 AM,08:25 AM
25-Jan-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,11,Condition Check Die,15,PE checking c3 water,Die Related,09:00 AM,09:15 AM
25-Jan-23,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,3,Die Change,0,scheduled die change,Die Related,03:10 PM,05:00 PM
25-Jan-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,0,scheduled die change,Die Related,05:15 AM,06:50 AM
25-Jan-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,Condition Check Die,20,condition check die flashed,Die Related,05:45 AM,06:05 AM
25-Jan-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,Condition Check Die,15,condition check intent time out of spec,Die Related,09:25 AM,09:40 AM
25-Jan-23,AAC Plant 2,2,2250-10,984F Crankcase DC,4,Clean Up,20,ulr fault shaker backedup,Casting Process/Equipment,06:05 AM,06:25 AM
25-Jan-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Date Stamp-ID,55,stuck part core 3 out time over,Casting Process/Equipment,06:50 PM,07:45 PM
25-Jan-23,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change flashed thru vac block,Die Related,05:15 PM,07:15 PM
25-Jan-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,7,Condition Check Die,10,condition check b-cavity,Die Related,09:40 PM,09:50 PM
26-Jan-23,AAC Plant 2,1,2250-10,984F Crankcase DC,4,Condition Check Die,20,cond check lamination,Die Related,12:40 PM,01:00 PM
26-Jan-23,AAC Plant 2,1,2250-10,984F Crankcase DC,4,Die Change,0,scheduled die change,Die Related,01:00 PM,03:00 PM
26-Jan-23,AAC Plant 2,1,2250-10,984F Crankcase DC,4,Metal Delivery,30,metal temp low,Casting Process/Equipment,07:25 AM,07:55 AM
26-Jan-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Die Change,0,scheduled die change customer issue,Die Related,08:40 AM,10:00 AM
26-Jan-23,AAC Plant 2,1,2250-6,984F Crankcase DC,3,Die Change,0,scheduled die chnage,Die Related,08:45 AM,10:00 AM
26-Jan-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Date Stamp-ID,20,trim press,Casting Process/Equipment,08:05 AM,08:25 AM
26-Jan-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Die Change,0,scheduled die change,Die Related,11:38 AM,12:37 PM
26-Jan-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,Condition Check Die,22,chunk out e-polish,Die Related,09:07 AM,09:29 AM
26-Jan-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Condition Check Die,15,condition check,Die Related,07:00 PM,07:15 PM
26-Jan-23,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,3,Condition Check Die,151,condition check cold shot leakign sprue core,Die Related,02:10 AM,04:05 AM
26-Jan-23,AAC Plant 2,2,2250-6,984F Crankcase DC,5,Condition Check Die,75,cond chekc bent pin ms die change,Die Related,10:20 PM,11:35 PM
26-Jan-23,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,03:00 AM,05:00 AM
27-Jan-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,13,Die Change,75,die change pulling 13 setting 12,Die Related,07:30 AM,08:45 AM
27-Jan-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,2,Product Change,0,scheduled die change,Die Related,05:00 AM,07:00 AM
27-Jan-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Condition Check Die,15,developer check ok no leaks,Die Related,10:30 AM,10:45 AM
27-Jan-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Change,0,scheduled die change,Die Related,03:00 PM,04:30 PM
27-Jan-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Condition Check Die,15,cond check,Die Related,01:30 PM,01:45 PM
27-Jan-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,Condition Check Die,15,condition check cleaned die,Die Related,07:55 AM,08:10 AM
27-Jan-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,Die Change,0,die change during 4s+d,Die Related,12:00 PM,01:00 PM
27-Jan-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Other (Indirect),11,scrap conv fault,Casting Process/Equipment,03:22 PM,03:31 PM
27-Jan-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,14,Die Change,30,die change pulled for repair,Die Related,09:20 PM,09:50 PM
27-Jan-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Die Change,30,setting and hooking up 13,Die Related,10:30 PM,11:00 PM
27-Jan-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,6,Condition Check Die,15,cond  check,Die Related,09:45 PM,10:00 PM
28-Jan-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,14,Die Change,170,waiting oin die,Die Related,05:00 AM,07:50 AM
28-Jan-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,14,Die Change,90,die change c3 dragging,Die Related,11:00 PM,12:30 AM
30-Jan-23,AAC Plant 2,1,2250-10,946F Crankcase DC,13,Metal Delivery,25, metal temp low,Casting Process/Equipment,08:35 AM,09:00 AM
30-Jan-23,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Metal Delivery,10,out of metal ladle arm over ran,Casting Process/Equipment,12:15 PM,12:25 PM
30-Jan-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Condition Check Machine,25,condition check,Casting Process/Equipment,03:32 PM,03:57 PM
30-Jan-23,AAC Plant 2,2,2250-10,946F Crankcase DC,13,Condition Check Machine,100,condition check drag on part,Casting Process/Equipment,12:30 PM,02:10 AM
30-Jan-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Clean Up,10,over 4s+d,Casting Process/Equipment,11:20 PM,11:30 PM
30-Jan-23,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,5,Condition Check Die,30,condition check drag markm,Die Related,04:15 AM,04:45 AM
30-Jan-23,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Condition Check Die,80,condition check insert on ss leaking,Die Related,08:05 PM,09:25 PM
30-Jan-23,AAC Plant 2,2,2250-6,984F Crankcase DC,4,Condition Check Die,80,condition check sq pin leaking ms,Die Related,12:50 AM,02:10 AM
30-Jan-23,AAC Plant 2,2,2250-6,984F Crankcase DC,4,Condition Check Die,15,"condition check, squeeze pin leaking",Die Related,10:10 PM,12:25 AM
30-Jan-23,AAC Plant 2,2,2250-7,A467 Extension Housing DC,1,Condition Check Die,15,condition check,Die Related,04:00 AM,04:15 AM
30-Jan-23,AAC Plant 2,2,2250-7,A467 Extension Housing DC,1,Die Change,0,wscheduled die change,Die Related,05:15 PM,07:00 PM
30-Jan-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Metal Delivery,15,hot charge dcm out of metal,Casting Process/Equipment,10:45 PM,11:00 PM
30-Jan-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Metal Delivery,10,hot charge dcm out of metal,Casting Process/Equipment,02:00 AM,02:10 AM
31-Jan-23,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,3,Die Change,0,scheduled die change,Die Related,05:00 AM,07:15 AM
31-Jan-23,AAC Plant 2,1,2250-6,984F Crankcase DC,3,Condition Check Die,15,condition check,Die Related,06:50 AM,07:05 AM
31-Jan-23,AAC Plant 2,1,2250-7,A467 Extension Housing DC,1,Condition Check Die,60,condition check shrinkage crack,Die Related,06:10 AM,07:10 AM
31-Jan-23,AAC Plant 2,1,2250-7,A467 Extension Housing DC,1,Condition Check Machine,50,condition check shrinkage crack,Casting Process/Equipment,12:10 PM,01:00 PM
31-Jan-23,AAC Plant 2,1,2250-7,A467 Extension Housing DC,1,Die Change,0,scheduled die change,Die Related,02:50 PM,05:00 AM
31-Jan-23,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Change,0,scheduled die change,Die Related,05:25 AM,06:30 AM
31-Jan-23,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Metal Delivery,15,ladle over ran alarm,Casting Process/Equipment,12:25 PM,12:40 PM
31-Jan-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Condition Check Die,30,condition check floor height,Die Related,08:05 AM,08:35 AM
31-Jan-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,9,Metal Delivery,17,metal low,Casting Process/Equipment,07:31 AM,07:48 AM
31-Jan-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",3,Condition Check Die,10,condition check oil on parts,Die Related,06:00 PM,06:10 PM
31-Jan-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Die Change,120,die change c3 leak,Die Related,08:10 PM,10:10 PM
31-Jan-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Condition Check Die,15,cond check,Die Related,07:55 PM,08:10 PM
31-Jan-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Die Change,0,scheduled die change,Die Related,05:15 PM,08:10 PM
31-Jan-23,AAC Plant 2,2,2250-3,G298 TA HOUSING AWD DC,3,Die Change,45,scheduled die change,Die Related,04:00 AM,04:45 AM
31-Jan-23,AAC Plant 2,2,2250-6,984F Crankcase DC,5,Condition Check Die,55,cond check,Die Related,03:50 AM,04:45 AM
31-Jan-23,AAC Plant 2,2,2250-6,984F Crankcase DC,5,Condition Check Die,45,condition check,Die Related,02:00 AM,02:45 AM
31-Jan-23,AAC Plant 2,2,2250-7,881 Oil Pan DC,10,Condition Check Machine,45,stop call wait,Casting Process/Equipment,08:25 PM,09:10 PM
31-Jan-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Die Change,0,scheduled die change,Die Related,06:15 PM,09:15 PM
1-Feb-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,5,Date Stamp-ID,15,over 4s+d,Casting Process/Equipment,05:15 AM,05:30 AM
1-Feb-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,Date Stamp-ID,20,over start,Casting Process/Equipment,05:15 AM,05:35 AM
1-Feb-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,2,Die Change,0,scheduled die change,Die Related,05:00 AM,06:55 AM
1-Feb-23,AAC Plant 2,1,2250-6,984F Crankcase DC,3,Condition Check Die,20,developer check cold shot on parts,Die Related,06:25 AM,06:45 AM
1-Feb-23,AAC Plant 2,2,2250-6,984F Crankcase DC,3,Condition Check Die,90,stop call wait sq. pin,Die Related,06:35 PM,08:05 PM
1-Feb-23,AAC Plant 2,2,2250-6,984F Crankcase DC,3,Condition Check Die,15,cond check cold shot on part,Die Related,06:05 PM,06:20 PM
1-Feb-23,AAC Plant 2,2,2250-6,984F Crankcase DC,5,Condition Check Die,205,condition check sq pin leaking,Die Related,09:55 PM,01:40 AM
2-Feb-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Condition Check Die,10,cold shot on parts,Die Related,08:50 AM,09:00 AM
2-Feb-23,AAC Plant 2,1,2250-6,984F Crankcase DC,6,Condition Check Die,10,qc request; no leaks/ issues; restart,Die Related,06:30 AM,06:40 AM
2-Feb-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Condition Check Die,10,clean die,Die Related,06:40 AM,06:50 AM
2-Feb-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Condition Check Die,17,chunk out- epolish,Die Related,05:48 AM,06:05 AM
2-Feb-23,AAC Plant 2,2,2250-10,984F Crankcase DC,3,Condition Check Die,65,pressure check,Die Related,05:35 PM,06:40 PM
2-Feb-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Die Change,100,broke locator pin on m/s,Die Related,08:35 PM,10:15 PM
2-Feb-23,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,5,Condition Check Die,25,die chip c-4; qc request repair,Die Related,10:35 AM,11:00 AM
2-Feb-23,AAC Plant 2,2,800-1,908K Center Support DC,2,Clean Up,20,carryover from 4s+d,Casting Process/Equipment,11:30 PM,11:50 PM
3-Feb-23,AAC Plant 2,1,2250-4,946F Crankcase DC,9,Die Change,0,die change scheduled,Die Related,07:50 AM,10:30 AM
3-Feb-23,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Metal Delivery,10,ladle arm over run,Casting Process/Equipment,12:05 PM,12:15 PM
3-Feb-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Die Change,60,die change,Die Related,02:55 PM,03:55 PM
3-Feb-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Condition Check Machine,20,cnd check die,Casting Process/Equipment,02:15 AM,02:35 PM
3-Feb-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Die Change,95,die change,Die Related,06:30 PM,08:05 PM
3-Feb-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Change,0,scheduled die change,Die Related,02:10 AM,04:00 AM
3-Feb-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,9,Clean Up,27,carry over ulr,Casting Process/Equipment,05:15 PM,05:42 PM
6-Feb-23,AAC Plant 2,1,2250-10,984F Crankcase DC,3,Die Change,0,scheduled die change,Die Related,10:20 AM,12:10 PM
6-Feb-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,1,Condition Check Die,10,condition check,Die Related,08:00 AM,08:10 AM
6-Feb-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Condition Check Die,40,cold shut,Die Related,02:10 PM,02:50 PM
6-Feb-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Condition Check Die,45,"cold shut: no leaks, no water in vac block",Die Related,12:45 PM,01:30 PM
6-Feb-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Metal Delivery,10,ladle arm over run alarm,Casting Process/Equipment,01:50 PM,02:00 PM
6-Feb-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Date Stamp-ID,50,month stamp stuckj,Casting Process/Equipment,06:00 AM,06:50 AM
6-Feb-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,0,scheduled die change,Die Related,03:00 PM,05:00 PM
6-Feb-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,10,Condition Check Machine,41,condition check changed main water line,Casting Process/Equipment,02:40 PM,03:21 PM
6-Feb-23,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,03:00 AM,05:00 AM
6-Feb-23,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,10,Die Change,60,die change pull 10 set  11,Die Related,08:30 PM,09:30 PM
7-Feb-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,13,Ladle-ID,15,small bisc dropped part,Casting Process/Equipment,02:40 AM,02:55 PM
7-Feb-23,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,4,Date Stamp-ID,20,date stampo,Casting Process/Equipment,05:15 AM,05:35 AM
7-Feb-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,4,Metal Delivery,10,ladle arm,Casting Process/Equipment,05:30 AM,05:40 AM
7-Feb-23,AAC Plant 2,2,2250-10,984F Crankcase DC,1,Condition Check Die,30,shut down discolor on patrt,Die Related,06:15 PM,06:45 PM
7-Feb-23,AAC Plant 2,2,2250-10,984F Crankcase DC,1,Die Change,120,vac fault flashed thru vac block,Die Related,08:15 PM,10:15 PM
7-Feb-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Clean Up,5,over 4sd,Casting Process/Equipment,09:15 PM,09:20 PM
7-Feb-23,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,3,Condition Check Die,15,cond check,Die Related,02:45 AM,03:00 AM
